,Unnamed: 0.1,Unnamed: 0,SMILES
3965,3965,3965,[H]C([H])=C1C(=O)O[C@]2([H])C3=C(C([H])([H])[H])[C@@]([H])(OC(=O)c4c([H])c([H])c([H])c([H])c4[H])C([H])([H])C3([H])[C@@](OC(=O)C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]12[H]
3966,3966,3966,[H]C([H])=C1C(=O)O[C@@]2([H])c3c(C([H])([H])[H])c(OC([H])([H])c4c([H])c([H])c([H])c([H])c4Br)c([H])c(C([H])([H])[H])c3C([H])([H])C([H])([H])[C@@]12[H]
3967,3967,3967,[H]C([H])=C1C(=O)O[C@@]2([H])c3c(C([H])([H])[H])c(OC(=O)c4c([H])nc([H])c([H])c4[H])c([H])c(C([H])([H])[H])c3C([H])([H])C([H])([H])[C@@]12[H]
3968,3968,3968,[H]C([H])=C1C(=O)O[C@@]2([H])c3c(C([H])([H])[H])c(OC(=O)/C([H])=C(\[H])c4c([H])c([H])c([H])c(Cl)c4[H])c([H])c(C([H])([H])[H])c3C([H])([H])C([H])([H])[C@@]12[H]
3969,3969,3969,[H]C([H])=C1C(=O)O[C@]2([H])C3([H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])[C@]([H])(OC(=O)/C([H])=C(\[H])c4oc([H])c([H])c4[H])[C@]3([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]12[H]
3970,3970,3970,[H]C([H])=C1C(=O)O[C@@]2([H])c3c(C([H])([H])[H])c(OC(=O)c4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])c([H])c(C([H])([H])[H])c3C([H])([H])C([H])([H])[C@@]12[H]
3971,3971,3971,[H]C([H])=C1C(=O)O[C@]2([H])C3([H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])[C@]([H])(OC(=O)c4c([H])c([H])c([H])c([H])c4[H])[C@]3([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]12[H]
3972,3972,3972,[H]C([H])=C1C(=O)O[C@@]2([H])c3c(C([H])([H])[H])c(OC(=O)c4c([H])c([H])c(I)c([H])c4[H])c([H])c(C([H])([H])[H])c3C([H])([H])C([H])([H])[C@@]12[H]
3973,3973,3973,[H]C([H])=C1C(=O)O[C@@]2([H])c3c(C([H])([H])[H])c(OC(=O)/C([H])=C(\[H])c4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])c([H])c(C([H])([H])[H])c3C([H])([H])C([H])([H])[C@@]12[H]
3974,3974,3974,[H]C([H])=C1C(=O)O[C@@]2([H])c3c(C([H])([H])[H])c(OC(=O)c4c([H])c([H])c([H])c(C(F)(F)F)c4[H])c([H])c(C([H])([H])[H])c3C([H])([H])C([H])([H])[C@@]12[H]
3975,3975,3975,[H]C([H])=C1C(=O)O[C@]2([H])C3([H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])[C@]([H])(OC(=O)c4oc([H])c([H])c4[H])[C@]3([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]12[H]
3976,3976,3976,[H]C([H])=C1C(=O)O[C@@]2([H])c3c(C([H])([H])[H])c(OC(=O)c4c([H])c([H])c([H])c(OC([H])([H])[H])c4[H])c([H])c(C([H])([H])[H])c3C([H])([H])C([H])([H])[C@@]12[H]
3977,3977,3977,[H]C([H])=C1C(=O)O[C@]2([H])C3([H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])[C@]([H])(OC(=O)c4sc([H])c([H])c4[H])[C@]3([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]12[H]
3978,3978,3978,[H]C([H])=C1C(=O)O[C@]2([H])C3([H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])[C@]([H])(OC(=O)c4c([H])c([H])c([H])c(Cl)c4[H])[C@]3([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]12[H]
3979,3979,3979,[H]C([H])=C1C(=O)O[C@]2([H])C3([H])[C@@]([H])(C([H])([H])[H])C([H])(OC(=O)c4c([H])c([H])c([H])c(C(F)(F)F)c4[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]12[H]
3980,3980,3980,[H]C([H])=C1C(=O)O[C@@]2([H])c3c(C([H])([H])[H])c(OC([H])([H])c4c([H])c([H])c([H])c([H])c4C(F)(F)F)c([H])c(C([H])([H])[H])c3C([H])([H])C([H])([H])[C@@]12[H]
3981,3981,3981,[H]C([H])=C1C(=O)O[C@@]2([H])c3c(C([H])([H])[H])c(OC(=O)c4c([H])c([H])c(OC(F)(F)F)c([H])c4[H])c([H])c(C([H])([H])[H])c3C([H])([H])C([H])([H])[C@@]12[H]
3982,3982,3982,[H]C([H])=C1C(=O)O[C@]2([H])C3([H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])[C@]([H])(OC(=O)c4c([H])c([H])c([H])c(I)c4[H])[C@]3([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]12[H]
3983,3983,3983,[H]C([H])=C1C(=O)O[C@@]2([H])c3c(C([H])([H])[H])c(OC(=O)c4c([H])c([H])c([H])c([H])c4[H])c([H])c(C([H])([H])[H])c3C([H])([H])C([H])([H])[C@@]12[H]
3984,3984,3984,[H]C([H])=C1C(=O)O[C@]2([H])C3=C(C([H])([H])[H])[C@@]([H])(OC(=O)/C([H])=C(\[H])c4c([H])c([H])c([H])c([H])c4[H])C([H])([H])C3([H])[C@@](OC(=O)C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]12[H]
3985,3985,3985,[H]C([H])=C1C(=O)O[C@]2([H])C3([H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])[C@]([H])(OC(=O)/C([H])=C(\[H])c4c([H])nc([H])c([H])c4[H])[C@]3([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]12[H]
3986,3986,3986,[H]C([H])=C1C(=O)O[C@@]2([H])c3c(C([H])([H])[H])c(OC(=O)/C([H])=C(\[H])c4sc([H])c([H])c4[H])c([H])c(C([H])([H])[H])c3C([H])([H])C([H])([H])[C@@]12[H]
3987,3987,3987,[H]C([H])=C1C(=O)O[C@]2([H])C3=C(C([H])([H])[H])[C@@]([H])(OC(=O)c4c([H])c([H])c(Cl)c([H])c4[H])C([H])([H])C3([H])[C@@](OC(=O)C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]12[H]
3988,3988,3988,[H]C([H])=C1C(=O)O[C@@]2([H])c3c(C([H])([H])[H])c(OC(=O)/C([H])=C(\[H])c4c([H])c([H])c(F)c([H])c4F)c([H])c(C([H])([H])[H])c3C([H])([H])C([H])([H])[C@@]12[H]
3989,3989,3989,[H]C([H])=C1C(=O)O[C@]2([H])C3([H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])[C@]([H])(OC(=O)c4c([H])c([H])c([H])c(C([H])([H])[H])c4[H])[C@]3([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]12[H]
3990,3990,3990,[H]C([H])=C1C(=O)O[C@@]2([H])c3c(C([H])([H])[H])c(OC(=O)/C([H])=C(\[H])c4c([H])nc([H])c([H])c4[H])c([H])c(C([H])([H])[H])c3C([H])([H])C([H])([H])[C@@]12[H]
3991,3991,3991,[H]C([H])=C([H])C(=O)N([H])c1nc([H])c(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)c([H])c1[H]
3992,3992,3992,[H]C([H])=C([H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])(OC([H])([H])C([H])([H])n2c(=O)c(-c3c(Cl)c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)C1([H])[H]
3993,3993,3993,[H]C([H])=C([H])C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])n2c(=O)c(-c3c(Cl)c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)C([H])([H])C1([H])[H]
3994,3994,3994,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])nc32)c([H])c1[H]
3995,3995,3995,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])C([H])([H])C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])nc32)c([H])c1[H]
3996,3996,3996,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])C([H])([H])N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])nc32)c([H])c1[H]
3997,3997,3997,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c(C([H])([H])n2c(=O)c(-c3c([H])c([H])c([H])c([H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])nc32)c([H])c1[H]
3998,3998,3998,[H]C([H])=C([H])C(=O)N([H])c1nc(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)c([H])c([H])c1[H]
3999,3999,3999,[H]C([H])=C([H])C(=O)N(c1c([H])c([H])c([H])c(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)c1[H])C([H])([H])[H]
4000,4000,4000,[H]C([H])=C([H])C(=O)N(c1c([H])c([H])c(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)c([H])c1[H])C([H])([H])[H]
4001,4001,4001,[H]OC([H])([H])C([H])(N([H])c1nc([H])c2c([H])c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c(=O)n(C([H])([H])C([H])([H])c3c([H])c([H])c(N([H])C(=O)C([H])=C([H])[H])c([H])c3[H])c2n1)C([H])([H])O[H]
4002,4002,4002,[H]C([H])=C([H])C(=O)N1C([H])([H])C([H])([H])C([H])(OC([H])([H])C([H])([H])n2c(=O)c(-c3c(Cl)c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)C1([H])[H]
4003,4003,4003,[H]C([H])=C([H])C(=O)N([H])c1c([H])nc(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)c([H])c1[H]
4004,4004,4004,[H]C([H])=C([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])n1c(=O)c(-c2c(Cl)c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c2Cl)c([H])c2c([H])nc(N([H])C([H])([H])[H])nc21
4005,4005,4005,[H]C([H])=C([H])C(=O)N([H])c1nc([H])c(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)nc1[H]
4006,4006,4006,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])C([H])([H])N4C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C4([H])[H])nc32)c([H])c1[H]
4007,4007,4007,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c([H])c(C([H])([H])n2c(=O)c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)c1[H]
4008,4008,4008,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])C([H])([H])N4C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C4([H])[H])nc32)c([H])c1[H]
4009,4009,4009,[H]C([H])=C([H])C(=O)N([H])c1nc([H])c([H])c(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)c1[H]
4010,4010,4010,[H]C([H])=C([H])C(=O)N1C([H])([H])C([H])(N(C([H])([H])[H])C([H])([H])C([H])([H])n2c(=O)c(-c3c(Cl)c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)C1([H])[H]
4011,4011,4011,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])nc32)c([H])c1[H]
4012,4012,4012,[H]OC([H])([H])C([H])([H])N([H])c1nc([H])c2c([H])c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c(=O)n(C([H])([H])C([H])([H])c3c([H])c([H])c(N([H])C(=O)C([H])=C([H])[H])c([H])c3[H])c2n1
4013,4013,4013,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c([H])c(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c([H])c([H])c([H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])nc32)c1[H]
4014,4014,4014,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c([H])c(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)c1[H]
4015,4015,4015,[H]C([H])=C([H])C(=O)N1C([H])([H])C([H])([H])C([H])(N(C([H])([H])[H])C([H])([H])C([H])([H])n2c(=O)c(-c3c(Cl)c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)C([H])([H])C1([H])[H]
4016,4016,4016,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)c([H])c1[H]
4017,4017,4017,[H]C([H])=C([H])C(=O)N1C([H])([H])C([H])(OC([H])([H])C([H])([H])n2c(=O)c(-c3c(Cl)c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)C1([H])[H]
4018,4018,4018,[H]OC([H])([H])C([H])(O[H])C([H])([H])N([H])c1nc([H])c2c([H])c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c(=O)n(C([H])([H])C([H])([H])c3c([H])c([H])c(N([H])C(=O)C([H])=C([H])[H])c([H])c3[H])c2n1
4019,4019,4019,[H]C([H])=C([H])C(=O)N([H])C([H])([H])c1c([H])c([H])c([H])c(C([H])([H])n2c(=O)c(-c3c([H])c([H])c([H])c([H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])nc32)c1[H]
4020,4020,4020,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C4([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C4([H])[H])nc32)c([H])c1[H]
4021,4021,4021,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])C([H])([H])N4C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C4([H])[H])nc32)c([H])c1[H]
4022,4022,4022,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c(C([H])([H])C([H])([H])n2c(=O)c(-c3c([H])c([H])c([H])c([H])c3Cl)c([H])c3c([H])nc(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])nc32)c([H])c1[H]
4023,4023,4023,[H]C([H])=C([H])C(=O)N1c2c([H])c(-n3c(=O)c([H])c([H])c4c([H])nc5c([H])c([H])c(-c6c([H])c([H])c(S(=O)(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c6[H])c([H])c5c43)c([H])c([H])c2C([H])([H])C1([H])[H]
4024,4024,4024,[H]C([H])=C([H])C(=O)N([H])c1c([H])c(-n2c(=O)c([H])c([H])c3c([H])nc4c([H])c([H])c(-c5c([H])nc6c([H])c([H])c([H])c([H])c6c5[H])c([H])c4c32)c([H])c([H])c1C([H])([H])[H]
4025,4025,4025,[H]C([H])=C([H])C(=O)N([H])c1c([H])c(-n2c(=O)c([H])c([H])c3c([H])nc4c([H])c([H])c(-c5c([H])nn([H])c5[H])c([H])c4c32)c([H])c([H])c1C([H])([H])[H]
4026,4026,4026,[H]C([H])=C([H])C(=O)N1c2c([H])c(-n3c(=O)c([H])c([H])c4c([H])nc5c([H])c([H])c(-c6c([H])nn(C([H])([H])[H])c6[H])c([H])c5c43)c([H])c([H])c2C([H])([H])C1([H])[H]
4027,4027,4027,[H]C([H])=C([H])C(=O)N([H])c1c([H])c(-n2c(=O)c([H])c([H])c3c([H])nc4c([H])c([H])c(-c5c([H])nc(N([H])[H])c([H])c5[H])c([H])c4c32)c([H])c([H])c1C([H])([H])[H]
4028,4028,4028,[H]C([H])=C([H])C(=O)N([H])c1c([H])c(-n2c(=O)c([H])c([H])c3c([H])nc4c([H])c([H])c(-c5c([H])c([H])c(N([H])S(=O)(=O)C([H])([H])[H])c([H])c5[H])c([H])c4c32)c([H])c([H])c1C([H])([H])[H]
4029,4029,4029,[H]C([H])=C([H])C(=O)N([H])c1c([H])c(-n2c(=O)c([H])c([H])c3c([H])nc4c([H])c([H])c(-c5c([H])nn(C([H])([H])[H])c5[H])c([H])c4c32)c([H])c([H])c1C([H])([H])[H]
4030,4030,4030,[H]C([H])=C([H])C(=O)N([H])c1c([H])c(-n2c(=O)c([H])c([H])c3c([H])nc4c([H])c([H])c(-c5c([H])c([H])c(N([H])C(=O)N([H])C([H])([H])[H])c([H])c5[H])c([H])c4c32)c([H])c([H])c1C([H])([H])[H]
4031,4031,4031,[H]C([H])=C([H])C(=O)N([H])c1c([H])c(-n2c(=O)c([H])c([H])c3c([H])nc4c([H])c([H])c(-c5c([H])oc([H])c5[H])c([H])c4c32)c([H])c([H])c1C([H])([H])[H]
4032,4032,4032,[H]C([H])=C([H])C(=O)N([H])c1c([H])c(-n2c(=O)c([H])c([H])c3c([H])nc4c([H])c([H])c(-c5c([H])c([H])c(C([H])([H])Oc6c([H])c([H])c([H])c(C(F)(F)F)c6[H])c([H])c5[H])c([H])c4c32)c([H])c([H])c1C([H])([H])[H]
4033,4033,4033,[H]C([H])=C([H])C(=O)N1c2c([H])c(-n3c(=O)c([H])c([H])c4c([H])nc5c([H])c([H])c(-c6c([H])nn([H])c6[H])c([H])c5c43)c([H])c([H])c2C([H])([H])C1([H])[H]
4034,4034,4034,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c([H])c(-n2c(=O)c([H])c([H])c3c([H])nc4c([H])c([H])c(-c5c([H])nn([H])c5[H])c([H])c4c32)c1[H]
4035,4035,4035,[H]C([H])=C([H])C(=O)N1c2c([H])c(-n3c(=O)c([H])c([H])c4c([H])nc5c([H])c([H])c(-c6c([H])nc(N([H])[H])c([H])c6[H])c([H])c5c43)c([H])c([H])c2C([H])([H])C1([H])[H]
4036,4036,4036,[H]C([H])=C([H])C(=O)N([H])c1c([H])c(-n2c(=O)c([H])c([H])c3c([H])nc4c([H])c([H])c(-c5c([H])c([H])c([H])c([H])c5[H])c([H])c4c32)c([H])c([H])c1C([H])([H])[H]
4037,4037,4037,[H]C([H])=C([H])C(=O)N([H])c1c([H])c(-n2c(=O)c([H])c([H])c3c([H])nc4c([H])c([H])c(-c5c([H])c([H])c6c(c5[H])OC([H])([H])C([H])([H])O6)c([H])c4c32)c([H])c([H])c1C([H])([H])[H]
4038,4038,4038,[H]C([H])=C([H])C(=O)N([H])c1c([H])c(-n2c(=O)c([H])c([H])c3c([H])nc4c([H])c([H])c(-c5c([H])nc([H])c([H])c5[H])c([H])c4c32)c([H])c([H])c1C([H])([H])[H]
4039,4039,4039,[H]C([H])=C([H])C(=O)N([H])c1c([H])c(-n2c(=O)c([H])c([H])c3c([H])nc4c([H])c([H])c(-n5nc([H])c([H])c5[H])c([H])c4c32)c([H])c([H])c1C([H])([H])[H]
4040,4040,4040,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c([H])c(-n2c(=O)c([H])c([H])c3c([H])nc4c([H])c([H])c(-c5c([H])nc(N([H])[H])c([H])c5[H])c([H])c4c32)c1[H]
4041,4041,4041,[H]C([H])=C([H])C(=O)N([H])c1c([H])c(-n2c(=O)c([H])c([H])c3c([H])nc4c([H])c([H])c(/C([H])=C(\[H])c5c([H])c([H])c([H])c([H])c5[H])c([H])c4c32)c([H])c([H])c1C([H])([H])[H]
4042,4042,4042,[H]C([H])=C([H])C(=O)N1c2c([H])c(-n3c(=O)c([H])c([H])c4c([H])nc5c([H])c([H])c(-c6c([H])nc7c([H])c([H])c([H])c([H])c7c6[H])c([H])c5c43)c([H])c([H])c2C([H])([H])C1([H])[H]
4043,4043,4043,[H]C([H])=C([H])C(=O)N([H])c1c([H])c(-n2c(=O)c([H])c([H])c3c([H])nc4c([H])c([H])c(-c5c([H])sc([H])c5[H])c([H])c4c32)c([H])c([H])c1C([H])([H])[H]
4044,4044,4044,[H]C([H])=C([H])C(=O)N1c2c([H])c(-n3c(=O)c([H])c([H])c4c([H])nc5c([H])c([H])c(-c6c([H])c([H])c(N7C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C7([H])[H])c([H])c6[H])c([H])c5c43)c([H])c([H])c2C([H])([H])C1([H])[H]
4045,4045,4045,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c([H])c(C([H])([H])N2C(=O)N(c3c(Cl)c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)C([H])([H])c3c([H])nc(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])nc32)c1[H]
4046,4046,4046,[H]/C(C(=O)N1C([H])([H])C([H])([H])C([H])(N2C(=O)N(c3c(Cl)c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)C([H])([H])c3c([H])nc(N([H])C4([H])C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])nc32)C([H])([H])C1([H])[H])=C(/[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]
4047,4047,4047,[H]/C(C(=O)N1C([H])([H])C([H])([H])[C@]([H])(N2C(=O)N(c3c(Cl)c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)C([H])([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)C1([H])[H])=C(/[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]
4048,4048,4048,[H]/C(C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(N2C(=O)N(c3c(Cl)c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)C([H])([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)C1([H])[H])=C(/[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]
4049,4049,4049,[H]/C(C(=O)N1C([H])([H])C([H])([H])C([H])(N2C(=O)N(c3c(Cl)c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)C([H])([H])c3c([H])nc(N([H])c4c([H])c(F)c([H])c(F)c4[H])nc32)C([H])([H])C1([H])[H])=C(/[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]
4050,4050,4050,[H]/C(C(=O)N1C([H])([H])C([H])([H])C([H])(N2C(=O)N(c3c(Cl)c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)C([H])([H])c3c([H])nc(N([H])c4c([H])c([H])c([H])c(OC([H])([H])[H])c4[H])nc32)C([H])([H])C1([H])[H])=C(/[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]
4051,4051,4051,[H]/C(C(=O)N1C([H])([H])C([H])([H])C([H])(N2C(=O)N(c3c(Cl)c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)C([H])([H])c3c([H])nc(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])nc32)C([H])([H])C1([H])[H])=C(/[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]
4052,4052,4052,[H]/C(C(=O)N1C([H])([H])C([H])([H])C([H])(N2C(=O)N(c3c(Cl)c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)C([H])([H])c3c([H])nc(N([H])c4c([H])c([H])c(F)c(Cl)c4[H])nc32)C([H])([H])C1([H])[H])=C(/[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]
4053,4053,4053,[H]/C(C(=O)N1C([H])([H])C([H])([H])[C@@]([H])(N2C(=O)N(c3c(Cl)c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)C([H])([H])c3c([H])nc(N([H])C([H])([H])[H])nc32)C1([H])[H])=C(/[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]
4054,4054,4054,[H]/C(C(=O)N1C([H])([H])C([H])([H])C([H])(N2C(=O)N(c3c(Cl)c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3Cl)C([H])([H])c3c([H])nc(N([H])c4c([H])c([H])c([H])c([H])c4OC([H])([H])[H])nc32)C([H])([H])C1([H])[H])=C(/[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]
