,Unnamed: 0.1,Unnamed: 0,SMILES
1592,1592,1592,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@@]1([H])C(=O)N(c2c([H])c([H])c(F)c([H])c2[H])C1([H])[H])c1c([H])c([H])c(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H]
1593,1593,1593,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]1([H])C(=O)N(c2c([H])c([H])c(F)c([H])c2[H])C1([H])[H])c1c([H])c([H])c(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H]
1594,1594,1594,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@@]1([H])C(=O)N(c2c([H])c([H])c([H])c(F)c2[H])C1([H])[H])c1c([H])c([H])c(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H]
1595,1595,1595,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]1([H])C(=O)N(c2c([H])c([H])c([H])c(F)c2[H])C1([H])[H])c1c([H])c([H])c(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H]
1596,1596,1596,[H]O[C@]1([H])[C@@]([H])([C@]2([H])SC2([H])[H])OC([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]1([H])O[H]
1597,1597,1597,[H]O[C@]1([H])[C@@]([H])([C@@]2([H])SC2([H])[H])OC([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]1([H])O[H]
1598,1598,1598,[H]O[C@@]1([H])[C@@]([H])(O[H])C([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])SSC([H])([H])[H]
1599,1599,1599,[H]O[C@@]1([H])[C@@]([H])(O[H])C([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])S[H]
1600,1600,1600,[H]O[C@@]1([H])[C@@]([H])(O[H])C([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])SSC([H])([H])[C@]1([H])OC([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@@]([H])(O[H])[C@@]1([H])O[H]
1601,1601,1601,[H]c1sc(C(=O)C([H])([H])Cl)c(Br)c1Br
1602,1602,1602,[H]c1c([H])c([H])c(C([H])([H])n2c(=O)sn(C([H])([H])[H])c2=O)c([H])c1[H]
1603,1603,1603,[H]c1c([H])c([H])c(C([H])([H])n2c(=O)sn(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)c2=O)c([H])c1[H]
1604,1604,1604,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(S[H])[C@]1([H])O[H]
1605,1605,1605,[H]C([H])=C([H])C([H])([H])SSSC([H])([H])C([H])=C([H])[H]
1606,1606,1606,[H]C([H])=C([H])C([H])([H])SS/C([H])=C(\[H])C([H])([H])S(=O)C([H])([H])C([H])=C([H])[H]
1607,1607,1607,[H]C([H])=C([H])C([H])([H])SS/C([H])=C(/[H])C([H])([H])S(=O)C([H])([H])C([H])=C([H])[H]
1608,1608,1608,[H]c1c([H])c([H])c2c(=O)n(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])sc2c1[H]
1609,1609,1609,[H]c1c([H])c([H])c2c(=O)n(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])sc2c1[H]
1610,1610,1610,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])n2sc3c([H])c([H])c([H])c([H])c3c2=O)c([H])c1[H]
1611,1611,1611,[H]c1c([H])c([H])c2c(=O)n(C([H])([H])C([H])([H])C([H])([H])c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)sc2c1[H]
1612,1612,1612,[H]c1c([H])c([H])c2c(=O)n(C([H])([H])C([H])([H])C([H])([H])c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])sc2c1[H]
1613,1613,1613,[H]c1c([H])c([H])c2c(=O)n(C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])sc2c1[H]
1614,1614,1614,[H]c1sn(C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c(=O)c1[H]
1615,1615,1615,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])n2sc3c([H])c([H])c([N+](=O)[O-])c([H])c3c2=O)c([H])c1[H]
1616,1616,1616,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])n2sc3c([H])c([N+](=O)[O-])c([H])c([H])c3c2=O)c([H])c1[H]
1617,1617,1617,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])n2sc3c([H])c([H])c(OC([H])([H])[H])c([H])c3c2=O)c([H])c1[H]
1618,1618,1618,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])n2sc3c([H])c(OC([H])([H])[H])c([H])c([H])c3c2=O)c([H])c1[H]
1619,1619,1619,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])n2sc3c(C([H])([H])[H])c([H])c([H])c([H])c3c2=O)c([H])c1[H]
1620,1620,1620,[H]Oc1c([H])c([H])c2sn(C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c(=O)c2c1[H]
1621,1621,1621,[H]Oc1c([H])c([H])c2c(=O)n(C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])sc2c1[H]
1622,1622,1622,[H]c1c([H])c([H])c(C([H])([H])N([H])C([H])([H])n2sc3c([H])c([H])c([H])c([H])c3c2=O)c([H])c1[H]
1623,1623,1623,[H]c1c([H])c(C([H])([H])N([H])C([H])([H])n2sc3c([H])c([H])c([H])c([H])c3c2=O)c([H])c([H])c1C(=O)OC([H])([H])[H]
1624,1624,1624,[H]OC(=O)c1c([H])c([H])c(C([H])([H])N([H])n2sc3c([H])c([H])c([H])c([H])c3c2=O)c([H])c1[H]
1625,1625,1625,[H]c1c([H])c([H])c(-c2c([H])c([H])c(C([H])([H])N([H])n3sc4c([H])c([H])c([H])c([H])c4c3=O)c([H])c2[H])c([H])c1[H]
1626,1626,1626,[H]c1c([H])c([H])c(C([H])([H])N(n2sc3c([H])c([H])c([H])c([H])c3c2=O)C([H])([H])[H])c([H])c1[H]
1627,1627,1627,[H]c1c([H])c([H])c2c(=O)n(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])n3sc4c([H])c([H])c([H])c([H])c4c3=O)sc2c1[H]
1628,1628,1628,[H]c1c([H])c([H])c2c(=O)n(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])n3sc4c([H])c([H])c([H])c([H])c4c3=O)sc2c1[H]
1629,1629,1629,[H]/C(=C(/[H])C([H])([H])n1c([H])c(C(=O)C([H])([H])Sc2c([H])c([H])c([H])c([H])c2[H])c([H])c1C(=O)N([H])[H])c1c([H])c([H])c([H])c([H])c1[H]
1630,1630,1630,[H]/C(=C(/[H])C([H])([H])n1c([H])c(C(=O)C([H])(Sc2c([H])c([H])c([H])c([H])c2[H])Sc2c([H])c([H])c([H])c([H])c2[H])c([H])c1C(=O)N([H])[H])c1c([H])c([H])c([H])c([H])c1[H]
1631,1631,1631,[H]c1c([H])c([H])c2c(=O)n([H])sc2c1[H]
1632,1632,1632,[H]Sc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
1633,1633,1633,[H]C(=C1C(=O)N([H])C(=S)N([H])C1=O)c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12
1634,1634,1634,[H]OC(=O)C([H])([H])[C@]1([H])SC(c2c([H])c([H])c3c(c2[H])OC([H])([H])O3)=NC1=O
1635,1635,1635,[H]c1c(Cl)c([H])c2c(C([H])([H])C(=S)N([H])[H])c(Cl)sc2c1[H]
1636,1636,1636,[H]c1nc2c([H])c([H])c(C(=O)N([H])C([H])([H])c3sc([H])c([H])c3[H])c([H])c2nc1[H]
1637,1637,1637,[H]Oc1c([H])c([H])c([H])c([H])c1C(=O)N([H])c1c([H])c([H])c([H])c(N([H])C(=S)N([H])c2c([H])c([H])c(Br)c([H])c2C([H])([H])[H])c1[H]
1638,1638,1638,[H]Oc1c([H])c(C([H])([H])[H])c([H])c([H])c1C(=O)N([H])c1c([H])c([H])c([H])c(S[H])c1[H]
1639,1639,1639,[H]Oc1c([H])c([H])c(Br)c([H])c1C(=O)N([H])c1c([H])c([H])c([H])c(S[H])c1[H]
1640,1640,1640,[H]C([H])([H])C([H])([H])N(C(=S)SSC(=S)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
1641,1641,1641,[H]c1nc(SSc2c([H])c([H])c(Cl)c([H])c2[H])sc1[H]
1642,1642,1642,[H]c1c([H])c([H])c2sc(SSC([H])([H])C([H])([H])[H])nc2c1[H]
1643,1643,1643,[H]C([H])(SC(=S)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])SC(=S)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
1644,1644,1644,[H]C([H])([H])C([H])([H])N(C(=O)SSC(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
1645,1645,1645,[H]C([H])(SC(=S)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
1646,1646,1646,[H]C([H])(SC(=S)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C(=S)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
1647,1647,1647,[H]C([H])([H])C([H])([H])N(C(=S)SC(=S)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
1648,1648,1648,[H]C([H])([H])N(C(=S)SSC(=S)N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
1649,1649,1649,[H]C([H])([H])C([H])([H])C([H])([H])N(C(=S)SSC(=S)N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
1650,1650,1650,[H]C([H])([H])C([H])(N(C(=S)SSC(=S)N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
1651,1651,1651,[H]c1c([H])c([H])c(N(C(=S)SSC(=S)N(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
1652,1652,1652,[H]c1c([H])c([H])c(-c2c([H])c([H])c(N(C(=S)SSC(=S)N(c3c([H])c([H])c(-c4c([H])c([H])c([H])c([H])c4[H])c([H])c3[H])C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c1[H]
1653,1653,1653,[H]c1c([H])c([H])c(C([H])([H])N(C(=S)SSC(=S)N(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c1[H]
1654,1654,1654,[H]C1([H])N(C(=S)SSC(=S)N2C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H]
1655,1655,1655,[H]C1([H])N(C(=S)SSC(=S)N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C1([H])[H]
1656,1656,1656,[H]C1([H])N(C(=S)SSC(=S)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
1657,1657,1657,[H]c1c([H])c(C([H])([H])[H])n(C(=S)SSC(=S)n2c([H])c([H])c([H])c2C([H])([H])[H])c1[H]
1658,1658,1658,[H]c1nn(C(=S)SSC(=S)n2nc([H])c([H])c2[H])c([H])c1[H]
1659,1659,1659,[H]C1([H])N(C(=S)SSC(=S)N2C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])C2([H])[H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C12[H]
1660,1660,1660,[H]c1c([H])c([H])c2c(c1[H])N(C(=S)SSC(=S)N1c3c([H])c([H])c([H])c([H])c3C([H])([H])C1([H])[H])C([H])([H])C2([H])[H]
1661,1661,1661,[H]c1c([H])c([H])c2c(c1[H])c1c([H])c([H])c([H])c([H])c1n2C(=S)SSC(=S)n1c2c([H])c([H])c([H])c([H])c2c2c([H])c([H])c([H])c([H])c21
1662,1662,1662,[H]c1c([H])c([H])c2c(c([H])nn2C(=S)SSC(=S)n2nc([H])c3c([H])c([H])c([H])c([H])c32)c1[H]
1663,1663,1663,[H]C([H])([H])N1C([H])([H])C([H])([H])N(C(=S)SSC(=S)N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H]
1664,1664,1664,[H]OC(=O)C1([H])C([H])([H])C([H])([H])N(C(=S)SSC(=S)N2C([H])([H])C([H])([H])C([H])(C(=O)O[H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H]
1665,1665,1665,[H]c1c([H])c([H])c2c(c1[H])N(C(=S)SSC(=S)N1c3c([H])c([H])c([H])c([H])c3C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C2([H])[H]
1666,1666,1666,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])N(C(=S)SSC(=S)N1C([H])([H])c3c([H])c([H])c([H])c([H])c3C([H])([H])C1([H])[H])C([H])([H])C2([H])[H]
1667,1667,1667,[H]c1nnc(SSc2nnc([H])s2)s1
1668,1668,1668,[H]c1sc(SSc2sc([H])c([H])c2[H])c([H])c1[H]
1669,1669,1669,[H]c1nc(SSc2nc([H])c([H])n2C([H])([H])[H])n(C([H])([H])[H])c1[H]
1670,1670,1670,[H]C1([H])C([H])([H])C([H])([H])C([H])(SSC2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H]
1671,1671,1671,[H]c1c([H])c(SSc2c([H])c([H])c(Cl)c([H])c2[H])c([H])c([H])c1Cl
1672,1672,1672,[H]N([H])c1nnc(SSc2nnc(N([H])[H])s2)s1
1673,1673,1673,Clc1nnc(SSc2nnc(Cl)s2)s1
1674,1674,1674,[H]c1nc(SSC2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])sc1[H]
1675,1675,1675,[H]c1nc(SSC([H])([H])C([H])([H])[H])sc1[H]
1676,1676,1676,[H]c1nc(SSc2c([H])c([H])c(F)c([H])c2[H])sc1[H]
1677,1677,1677,[H]c1nc(SSc2c([H])c([H])c(Br)c([H])c2[H])sc1[H]
1678,1678,1678,[H]c1nc(SSc2c([H])c([H])c(N([H])[H])c([H])c2[H])sc1[H]
1679,1679,1679,[H]Oc1c([H])c([H])c(SSc2nc([H])c([H])s2)c([H])c1[H]
1680,1680,1680,[H]c1nc(SSc2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])sc1[H]
1681,1681,1681,[H]c1nc(SSc2c([H])c([H])c(C(F)(F)F)c([H])c2[H])sc1[H]
1682,1682,1682,[H]c1nc(SSc2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])sc1[H]
1683,1683,1683,[H]c1nc(SSc2c([H])c([H])c([H])c([H])c2Cl)sc1[H]
1684,1684,1684,[H]c1nc(SSc2c([H])c([H])c([H])c(Cl)c2[H])sc1[H]
1685,1685,1685,[H]c1nc(SSc2c([H])c([H])c(Cl)c([H])c2Cl)sc1[H]
1686,1686,1686,[H]c1nc(SSc2c([H])c([H])c(Cl)c(Cl)c2[H])sc1[H]
1687,1687,1687,[H]c1c([H])c(SSc2nc3c([H])c([H])c([H])c([H])c3s2)c([H])c([H])c1Cl
1688,1688,1688,[H]c1nnc(SSc2c([H])c([H])c(Cl)c([H])c2[H])s1
1689,1689,1689,[H]c1c([H])c(SSc2nnc(N([H])[H])s2)c([H])c([H])c1Cl
1690,1690,1690,[H]OC(=O)c1c([H])c([H])c(Oc2c([H])c([H])c(Cl)c([H])c2N([H])S(=O)(=O)c2c([H])c([H])c(Cl)c(Cl)c2[H])c([H])c1[H]
1691,1691,1691,[H]c1c([H])c(Oc2c([H])c([H])c(C(=O)N([H])C([H])([H])C([H])([H])N=C=S)c([H])c2[H])c(N([H])S(=O)(=O)c2c([H])c([H])c(Cl)c(C(F)(F)F)c2[H])c([H])c1Cl
1692,1692,1692,[H]C([H])=C([H])C(=O)N([H])C([H])([H])C([H])([H])N([H])C(=O)c1c([H])c([H])c(Oc2c([H])c([H])c(Cl)c([H])c2N([H])S(=O)(=O)c2c([H])c([H])c(Cl)c(C(F)(F)F)c2[H])c([H])c1[H]
1693,1693,1693,[H]c1c([H])c(Oc2c([H])c([H])c(C(=O)N([H])C([H])([H])C([H])([H])N([H])C(=O)c3c([H])c([H])c(S(=O)(=O)F)c([H])c3[H])c([H])c2[H])c(N([H])S(=O)(=O)c2c([H])c([H])c(Cl)c(C(F)(F)F)c2[H])c([H])c1Cl
1694,1694,1694,[H]c1c([H])c(Oc2c([H])c([H])c(C(=O)N([H])C([H])([H])C([H])([H])SC#N)c([H])c2[H])c(N([H])S(=O)(=O)c2c([H])c([H])c(Cl)c(C(F)(F)F)c2[H])c([H])c1Cl
1695,1695,1695,[H]C1=Nc2c(N([H])[H])c([H])c(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])c3nc(C(=O)/C([H])=C(\[H])OC([H])([H])[H])c([H])c1c23
1696,1696,1696,[H]c1c([H])c([H])c2c(c1[H])N([H])C(=O)[C@@]([H])(N([H])[H])C2([H])[H]
1697,1697,1697,[H]ON1C(=O)C(N([H])[H])(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c21
1698,1698,1698,[H]ON1C(=O)[C@@]([H])(N([H])[H])[C@@]([H])(C([H])([H])[H])c2c([H])c([H])c([H])c([H])c21
1699,1699,1699,[H]c1c([H])c([H])c2c(c1[H])N(OC([H])([H])[H])C(=O)[C@@]([H])(N([H])[H])C2([H])[H]
1700,1700,1700,[H]ON1C(=O)[C@@]([H])(N([H])[H])C([H])([H])c2c([H])c([H])c(Cl)c([H])c21
1701,1701,1701,[H]ON1C(=O)[C@@]([H])(N([H])[H])C([H])([H])c2c([H])c(C(F)(F)F)c([H])c([H])c21
1702,1702,1702,[H]ON1C(=O)[C@@]([H])(N([H])[H])C([H])([H])c2c([H])c([H])c([H])c(C(F)(F)F)c21
1703,1703,1703,[H]ON1C(=O)[C@@]([H])(N([H])[H])C([H])([H])c2c1c([H])c([H])c([H])c2C([H])([H])[H]
1704,1704,1704,[H]ON1C(=O)[C@@]([H])(N([H])[H])C([H])([H])c2c(F)c([H])c([H])c([H])c21
1705,1705,1705,[H]ON1C(=O)[C@@]([H])(N([H])[H])C([H])([H])c2c([H])c(C([H])([H])[H])c([H])c([H])c21
1706,1706,1706,[H]ON1C(=O)[C@@]([H])(N([H])[H])C([H])([H])c2c([H])c(Cl)c([H])c([H])c21
1707,1707,1707,[H]ON1C(=O)[C@@]([H])(N([H])[H])C([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c21
1708,1708,1708,[H]ON1C(=O)[C@@]([H])(N([H])[H])C([H])([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c21
1709,1709,1709,[H]ON1C(=O)[C@@]([H])(N([H])[H])C([H])([H])c2c([H])c([H])c([H])c(OC([H])([H])[H])c21
1710,1710,1710,[H]ON1C(=O)[C@@]([H])(N([H])[H])C([H])([H])c2c([H])c([H])c([H])c(C([H])([H])[H])c21
1711,1711,1711,[H]ON1C(=O)[C@@]([H])(N([H])[H])C([H])([H])c2c([H])c([H])c([H])c(Cl)c21
1712,1712,1712,[H]ON1C(=O)[C@@]([H])(N([H])[H])C([H])([H])c2c([H])c([H])c([H])c(F)c21
1713,1713,1713,[H]ON1C(=O)[C@@]([H])(N([H])[H])C([H])([H])c2c(OC([H])([H])[H])c([H])c([H])c([H])c21
1714,1714,1714,[H]ON1C(=O)[C@@]([H])(N([H])[H])C([H])([H])c2c(Cl)c([H])c([H])c([H])c21
1715,1715,1715,[H]ON1C(=O)[C@]([H])(N([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c21
1716,1716,1716,[H]ON1C(=O)[C@@]([H])(N([H])[H])C([H])([H])c2c1c([H])c([H])c([H])c2C(F)(F)F
1717,1717,1717,[H]OC(=O)c1c([H])c([H])c([H])c(OC(=O)C([H])([H])C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H]
1718,1718,1718,[H]OC(=O)c1c([H])c([H])c([H])c(OC(=O)[C@@]([H])(C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c1[H]
1719,1719,1719,[H]OC(=O)c1c([H])c([H])c([H])c(OC(=O)[C@]([H])(C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c1[H]
1720,1720,1720,[H]OC(=O)c1c([H])c([H])c([H])c(OC(=O)C([H])(C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H]
1721,1721,1721,[H]OC(=O)c1c([H])c([H])c([H])c(OC(=O)[C@@]([H])(OC([H])([H])[H])C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H]
1722,1722,1722,[H]OC(=O)c1c([H])c([H])c([H])c(OC(=O)[C@]([H])(OC([H])([H])[H])C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H]
1723,1723,1723,[H]OC(=O)c1c([H])c([H])c([H])c(OC(=O)C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H]
1724,1724,1724,[H]OC(=O)c1c([H])c([H])c([H])c(OC(=O)C([H])([H])C(=O)N(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H]
1725,1725,1725,[H]OC(=O)c1c([H])c([H])c([H])c(OC(=O)C2([H])C(=O)N(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])c1[H]
1726,1726,1726,[H]OC(=O)c1c([H])c([H])c([H])c(OC(=O)C2([H])C(=O)N(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3C2([H])[H])c1[H]
1727,1727,1727,[H]c1c([H])c([H])c(SC([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H]
1728,1728,1728,[H]OC(=O)c1c([H])c([H])c([H])c([H])c1OC(=O)C([H])([H])[H]
1729,1729,1729,[H]c1c([H])c([H])c(SC([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H]
1730,1730,1730,[H]c1c([H])c([H])c(S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H]
1731,1731,1731,[H]c1c([H])c([H])c(SC([H])([H])C([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H]
1732,1732,1732,[H]c1c([H])c([H])c(SC([H])([H])C([H])([H])C([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H]
1733,1733,1733,[H]c1c([H])c([H])c(SC([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H]
1734,1734,1734,[H]/C(=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])Sc1c([H])c([H])c([H])c([H])c1OC(=O)C([H])([H])[H]
1735,1735,1735,[H]c1c([H])c([H])c(C([H])([H])Sc2c([H])c([H])c([H])c([H])c2OC(=O)C([H])([H])[H])c([H])c1[H]
1736,1736,1736,[H]c1c([H])c([H])c(SC([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H]
1737,1737,1737,[H]c1c([H])c([H])c(SC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H]
1738,1738,1738,[H]c1c([H])c([H])c(SC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])OC(=O)C([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H]
1739,1739,1739,[H]c1c([H])c([H])c(SC([H])([H])C#CC([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H]
1740,1740,1740,[H]c1c([H])c([H])c(SC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H]
1741,1741,1741,[H]c1c([H])c([H])c(SC([H])([H])C#CC([H])([H])C([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H]
1742,1742,1742,[H]c1c([H])c([H])c(OC([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H]
1743,1743,1743,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])Sc2c([H])c([H])c([H])c([H])c2OC(=O)C([H])([H])[H])c([H])c1[H]
1744,1744,1744,[H]c1c([H])c([H])c(SC([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H]
1745,1745,1745,[H]c1c([H])c([H])c(SC([H])(C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H]
1746,1746,1746,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Sc1c([H])c([H])c([H])c([H])c1OC(=O)C([H])([H])[H]
1747,1747,1747,[H]C#CC([H])([H])Sc1c([H])c([H])c([H])c([H])c1OC(=O)C([H])([H])[H]
1748,1748,1748,[H]c1c([H])c([H])c(SC([H])([H])C([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H]
1749,1749,1749,[H]c1c([H])c([H])c(SC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H]
