PubChemID,Type,SMILES,covalent
11392750,antibiotics,COC1=C(C=C(C=C1)CC2CC(C3C2C(=O)C=CC3=C)C=C)O,1
9854577,antibiotics,CCC(=CC(C)CC=CC(=CC(C)C(=O)C(C)C(C(C)CC(=CC)C)O)C)C=CC1CC=CC(=O)O1,1
11272917,antibiotics,CCC(=CC(C)CC=CC(=CC(CO)C(=O)C(C)C(C(C)CC(=CC(=O)O)C)O)C)C=CC1C(C=CC(=O)O1)C,1
6325056,antibiotics,CC1=CC2C(C(CC3=CC(C1)OC3=O)OC(=O)C(=C)C)C(=C)C(=O)O2,1
91437,antibiotics,CC1=C(C(=O)C2C(C1=O)O2)O,1
11243969,carbonyls,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N,1
6918537,carbonyls,C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N,1
156414,acrylamide,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,1
10184653,acrylamide,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,1
71496458,acrylamide,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC,1
6918296,acrylamide,CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C,1
57363,acrylamide,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C,1
N/A,N/A,O1C2(OC[C@H]1C[N]C(=[NH2])N)CCCCC2,0
N/A,N/A,S1[C@H]2N(C(=O)[C@H]2NC(=O)[C@H]([NH3])C2=CCC=CC2)C(=C(C1)C)C(=O)[O],0
N/A,N/A,O1c2c3[C@H]([N](CCc3cc(OC)c2OC)(C)C)Cc2cc(Oc3cc4[C@@H]([N](CCc4cc3OC)(C)C)Cc3ccc1cc3)c(OC)cc2,0
N/A,N/A,O([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)C[C@H](OC(=O)C)[C@@H]([N]3(CCCCC3)C)C4)C)CC2)C[C@@H]1[N]1(CCCCC1)C)C)C(=O)C,0
N/A,N/A,O([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)C[C@H](OC(=O)C)[C@@H](N3CC[N](CC3)(C)C)C4)C)CC2)C[C@@H]1N1CC[N](CC1)(C)C)C)C(=O)C,0
N/A,N/A,O([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)C[C@H](OC(=O)C)[C@@H](N3CCCCC3)C4)C)CC2)C[C@@H]1[N]1(CCCCC1)C)C)C(=O)C,0
N/A,N/A,O=C1N2[N@@](CCC[C@@H]1[NH2][C@@H](CCc1ccccc1)C(=O)OCC)CCC[C@H]2C(=O)[O],0
N/A,N/A,O(c1cc([N](C)(C)C)ccc1)C(=O)N(C)C,0
N/A,N/A,S1[C@H]2N(C(=C(C[N]3(CCCC3)C)C1)C(=O)[O])C(=O)[C@H]2NC(=O)/C(=N\OC)/c1nc(sc1)N,0
N/A,N/A,Fc1ccc(C(N2CCN(CC2)C2=[N]=C([N]C(=N2)NCC=C)NCC=C)c2ccc(F)cc2)cc1,0
N/A,N/A,OC(=O)[C@@H](N)CCC[N]C(=[NH2])N,0
N/A,N/A,O([C@@H]1[C@@H]([C@@H]2[NH]([C@@H](CC2)C1)C)C(=O)[O])C(=O)c1ccccc1,0
N/A,N/A,O[C@@H]1[C@@H]([C@@H]2[NH]([C@@H](CC2)C1)C)C(=O)[O],0
N/A,N/A,O1[C@@H]2[C@]34[C@H]([C@H]([N]([O])(CC3)C)Cc3c4c1c(OC)cc3)C=C[C@@H]2O,0
N/A,N/A,S(CCCC[CH]/C(=[NH]/C(=O)[C@@H]1C(C1)(C)C)/C(=O)O)C[C@H](N)C(=O)O,0
N/A,N/A,S(C1=C(N2[C@@H]([C@H](C2=O)[C@H](O)C)C1)C(=O)O)CC[N]C=[NH2],0
N/A,N/A,O=C(N)C(CC[N](C(C)C)(C(C)C)C)(c1ccccc1)c1ccccc1,0
N/A,N/A,S1C([NH2][C@@H](C1)C(=O)[O])(C)C,0
N/A,N/A,OC(=O)[C@@H](N)CCC[N]C(=[NH2])N(C)C,0
N/A,N/A,N1[C](Nc2c1cc(cc2)C(=[NH2])N)Cc1[nH]c2c(n1)ccc(c2)C(=[NH2])N,0
N/A,N/A,[N](CCCCCCCCCCCCCCCC)(C)(C)C,0
N/A,N/A,Brc1c(Oc2ccc(cc2)[CH]/C(=[NH]/C(=O)c2ccccc2)/C(=O)O)cccc1,0
N/A,N/A,[O][N](CCCNC(=O)CCCCCCCCCCC)(C)C,0
N/A,N/A,[P@](=O)(OCC[NH3])(O)[O],0
N/A,N/A,Ic1cc(C[C@H]([NH3])C(=O)[O])ccc1O,0
N/A,N/A,[N]1=C(N=CC(=C)C=1[NH])C,0
N/A,N/A,SCC[N](C)(C)C,0
N/A,N/A,O=C(N[C@@H](CCN)C(=O)N)[C@@H](N)CCC[N]C(=[NH2])NN(=O)=O,0
N/A,N/A,[N](#[C])CCCC,0
N/A,N/A,O([N]C(=[NH2])N)CC[C@H](N)C(=O)O,0
N/A,N/A,F[C@H](C[C@H](N)C(=O)O)CC[N]C(=[NH2])C,0
N/A,N/A,O(C[C@H]([NH3])C(=O)[O])C(=O)C,0
N/A,N/A,[N](CCCC)(CCCC)(CCCC)CCCC,0
N/A,N/A,S(O)C[C@H]([NH3])C(=O)[O],0
N/A,N/A,[nH]1c2c(nc1)ccc(c2)C(=[NH2])N,0
N/A,N/A,S([O])([O])([O])CC[NH3],0
N/A,N/A,S(=O)(=O)(N[C@H](C(=O)N1[C@H](C[C@@H](CC1)C)C(=O)O)CCC[N]C(=[NH2])N)c1c2NC[C@@H](Cc2ccc1)C,0
N/A,N/A,Ic1cc(C[C@H]([NH3])C(=O)[O])cc(I)c1Oc1cc(I)c(O)cc1,0
N/A,N/A,OC(=O)[C@@H](NC(=O)C)CCC[N]C(=[NH2])N,0
N/A,N/A,P(=O)(O)(O)[C@@]([P@@](=O)(O)[O])(O)CC[NH3],0
N/A,N/A,O=N(=O)NC(=[NH2])[N]CCC[C@H](N)CNCCN,0
N/A,N/A,[N](Cc1cc(CN)ccc1)C(=[NH2])C,0
N/A,N/A,n1(ncnc1)C(=[NH2])N,0
N/A,N/A,OC(=O)CCCC[NH3],0
N/A,N/A,O=C(N)[C@H]1NC[C@H](NC(=O)[C@@H](N)CCC[N]C(=[NH2])NN(=O)=O)C1,0
N/A,N/A,[NH]([C@@H]1CCC(=CC1)C)(CCC=C(C)C)C,0
N/A,N/A,[O]C(=O)[C@@H]([NH3])CCC(=O)N,0
N/A,N/A,O[C@@H]1[C@@H]([NH3])C(=CC=C1)C(=O)[O],0
N/A,N/A,ONC(=[NH2])[N]C(C)C,0
N/A,N/A,[N](CCCN1C(=c2c(=C3C1=CC(=C[CH]3)[NH])ccc([NH3])c2)c1ccccc1)(CC)(CC)C,0
N/A,N/A,S(C[C@H]([NH3])C(=O)[O])C,0
N/A,N/A,N1(CCCCCCc2nnn(CCNc3c4CCCCc4nc4c3cccc4)c2)C(=c2c(=C3C1=CC(=C[CH]3)[NH])ccc([NH3])c2)c1ccccc1,0
N/A,N/A,OCCCC[C@@H]([NH3])C(=O)[O],0
N/A,N/A,[S@](=O)(CC[C@H]([NH3])C(=O)[O])C,0
N/A,N/A,OC(=O)[C@@H](N)CCC[N]C(=[NH2])N[C@H](CC(=O)O)C(=O)O,0
N/A,N/A,O(c1cc2c(n(c(c2)C(=O)NCc2ccc([N](C)(C)C)cc2)Cc2cc(ccc2)C(=N)N)cc1)Cc1ccccc1,0
N/A,N/A,O=C(N)[C@@H](N)CCCNC(=[NH2])N,0
N/A,N/A,P(=O)(OC[C@H]1O[C@@H](N2C3=C(N[CH]2)C(=[N]=[C](=N3)O)O)[C@H](O)[C@@H]1O)(O)O,0
N/A,N/A,S(C[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O)CC[C@H]([NH3])C(=O)[O],0
N/A,N/A,OC(=O)[C@@H](N)CC[N]C(=[NH2])NO,0
N/A,N/A,[P@@](=O)(O)([O])[C@@H]([NH3])CC(C)C,0
N/A,N/A,BrC1=C2Nc3c(C(=C2[CH]C=C1)[NH3])cccc3C(=O)NCCN(C)C,0
N/A,N/A,S(C[C@H]([NH3])C(=O)[O])CCO,0
N/A,N/A,[NH3]CC1CCCCC1,0
N/A,N/A,[O]C(=O)[C@@H]([NH3])CCC(=O)NO,0
N/A,N/A,OC(=O)c1ccc([N]C(=[NH2])N)cc1,0
N/A,N/A,Oc1c(c2[nH]c3c(c2)cc(cc3)C(=[NH2])N)cccc1,0
N/A,N/A,[S@@](=O)(CC[C@H]([NH3])C(=O)[O])C,0
N/A,N/A,O=C1N([C@@H](CCC[N]C(=[NH2])N)C(=O)O)CC1,0
N/A,N/A,OC(=O)[C@@H](N)C[N]C(=[NH2])NO,0
N/A,N/A,OC(=O)[C@@H](NC(=O)CCC(=O)O)CCC[N]C(=[NH2])N,0
N/A,N/A,O(C/C(=[NH]/c1cc(C[C@H](N)C(=O)O)c(O)cc1O)/[CH]C=O)c1cc2c(cc1)cccc2,0
N/A,N/A,N(C)(C)C(=N)[N]C(=[NH2])N,0
N/A,N/A,[O]C(=O)CCC[NH3],0
N/A,N/A,OCCCC[NH3],0
N/A,N/A,Clc1c(c2nn(c([C@H]3CCN(CC3)C(=O)CNC(=O)[C@H]([N]C(=[NH2])N)CC(C)C)c2)C)ccc(OCc2ccc(NC(=O)C)cc2)c1Cl,0
N/A,N/A,O=C([O])[C@H]([NH3])Cc1ccccc1,0
N/A,N/A,O[C@H](C[NH3])C,0
N/A,N/A,Clc1c(c2nn(c([C@H]3CCN(CC3)C(=O)CNC(=O)[C@H]([N]C(=[NH2])N)CC(C)C)c2)C)ccc(OCc2oc(cc2)C(=O)O)c1Cl,0
N/A,N/A,S(O[C@H]1[C@H](O)[C@@H](NC(=O)C)[C@H](O[C@@H]2[C@H]([NH2][C@@H](C2)C(=O)NCCS(O)([O])[O])CO)O[C@@H]1CO)(O)([O])[O],0
N/A,N/A,Oc1ccc([C@H]([NH3])C(=O)[O])cc1,0
N/A,N/A,[O][N](CCCCCCCCCC)(C)C,0
N/A,N/A,s1c(CNc2[nH]c3c(n2)cccc3)ccc1c1nc(sc1)[N]C(=[NH2])N,0
N/A,N/A,S([O])([O])([O])CCC[N](CC)(C)C,0
N/A,N/A,S(O)([O])([O])CCC[N](CCCCCCCCCCCC)(C)C,0
N/A,N/A,OC(=O)[C@@H](N)CCCNC(=[NH2])NCCC,0
N/A,N/A,O[C@@H](C[N](C)(C)C)CC(=O)O,0
N/A,N/A,[NH3][C@H]1[C@@H](C1)c1ccccc1,0
N/A,N/A,O=C([O])[C@@H]([NH3])Cc1cc(ccc1)C,0
N/A,N/A,S(=O)(=O)(N1C[C@H]2N([C@@H](CC2)C(=O)NCC2CCN(CC2)C(=[NH2])[N]O)C(=O)C1)Cc1ccccc1,0
N/A,N/A,ONC(=[NH2])[N]CCCC,0
N/A,N/A,OC(=O)C[N]C(=[NH2])N,0
N/A,N/A,S(S)C[C@H]([NH3])C(=O)[O],0
N/A,N/A,S([O])([O])([O])N1[C@H]([C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)/c2nc(sc2)[NH3])C1=O)C,0
N/A,N/A,[N](CCCCCCCCCCCC)(C)(C)C,0
N/A,N/A,o1c2c(ccc(N(CC)CC)c2)cc(c1=O)C(=O)/[NH]=C/[CH]N1C(=O)CCC1=O,0
N/A,N/A,s1c(nc2c1cccc2)C(=O)[C@@H](NC(=O)[C@H]1N(C[C@H](O)C1)C(=O)C)CCC[N]C(=[NH2])N,0
N/A,N/A,O(N)CC[C@H]([NH3])C(=O)[O],0
N/A,N/A,O=C(Nc1c(NC(=O)C)ccc(c1)C(=O)O)C[NH3],0
N/A,N/A,S1C[C@H]([NH2]C1)C(=O)[O],0
N/A,N/A,S(=O)(=O)C[C](/C(=[NH]/c1n2c(cc1C=O)cccc2)/C(=O)O)/C=C/C(=O)N,0
N/A,N/A,[O]C(=O)[C@@H]([NH3])CC1CCCCC1,0
N/A,N/A,FC(F)(F)C1=[N]=C([NH])C(=C)C=N1,0
N/A,N/A,Oc1cc2c(C[C@H]([NH3])C(=O)[O])c[nH]c2cc1,0
N/A,N/A,OC(=O)CCNCc1ccc(C[NH3])cc1,0
N/A,N/A,S(C[C@H]([NH3])C(=O)[O])CC(=O)N,0
N/A,N/A,S(CC)C(=[NH2])[N]c1ccc(cc1)C(F)(F)F,0
N/A,N/A,[NH3]C1CCCCC1,0
N/A,N/A,o1n(C[C@H]([NH3])C(=O)[O])c(=O)[nH]c1=O,0
N/A,N/A,N1(CCCCCCc2n(nnc2)CCNc2c3CCCCc3nc3c2cccc3)C(=c2c(=C3[C]1C=C([NH])C=C3)ccc([NH3])c2)c1ccccc1,0
N/A,N/A,Fc1c(N2CC[NH](CC2)C)c2OC[C@H](n3c2c(c1)c(=O)c(c3)C(=O)[O])C,0
N/A,N/A,[N](C)(C)(C)C,0
N/A,N/A,O=C1N(CCCC[C@@H]1NC(=O)/C(=[NH]\C(=O)C)/[CH]c1cc(c(cc1)CC(=O)O)C=O)Cc1ccc(cc1)c1ccccc1,0
N/A,N/A,S(SC[C@H]([NH3])C(=O)[O])C[C@H]([NH3])C(=O)[O],0
N/A,N/A,O(c1cc(CC2=C[NH2][C](N=C2[NH])N)cc(OC)c1OC)C,0
N/A,N/A,[NH3]C(=N)c1ccccc1,0
N/A,N/A,O(CC[N](C)(C)C)C(=O)C,0
N/A,N/A,Ic1c2c(sc(c2)C(=[NH2])N)ccc1,0
N/A,N/A,OC(=O)[C@@H](N)CCC[N]C(=[NH2])NO,0
N/A,N/A,SC[C@@H]([NH3])C(=O)[O],0
N/A,N/A,O=C(c1[nH]c2c(n1)ccc(c2)C(=[NH2])N)c1[nH]c2c(n1)ccc(c2)C(=[NH2])N,0
N/A,N/A,[O]C(=O)[C@@H]([NH3])C=C,0
N/A,N/A,O=C(N)[C@@H]([N](C)(C)C)CCc1[nH]c(C[C@H]([NH3])C(=O)[O])cn1,0
N/A,N/A,O=C([O])[C@H]([NH3])Cc1c2c([nH]c1)cccc2,0
N/A,N/A,Fc1ccc(C[NH3])cc1,0
N/A,N/A,s1c(nc2c1cccc2)C(=O)[C@@H](NC(=O)C1CCCC1)CCC[N]C(=[NH2])N,0
N/A,N/A,OC(=O)[C@@H](N)CCC[N]C(=[NH2])C,0
N/A,N/A,S([O])([O])([O])CC[NH2]C1CCCCC1,0
N/A,N/A,O1[N]C(=O)C(=C1C(C)(C)C)C[C@H]([NH3])C(=O)[O],0
N/A,N/A,O(CC[N](C)(C)C)C(=O)N,0
N/A,N/A,FC(F)(F)C(O)(O)c1cc([N](C)(C)C)ccc1,0
N/A,N/A,Fc1c2c(C[C@H]([NH3])C(=O)[O])c[nH]c2ccc1,0
N/A,N/A,O=C([O])[C@H]1[NH2][C@@H]2[C@H](C1)CCCC2,0
N/A,N/A,OCCCC[C@H]([NH3])C(=O)[O],0
N/A,N/A,O=C(N1CCN(CC1)C(=O)NC(C)(C)C)N[C@@H]([C@@H](CCC[N]C(=[NH2])N)C=O)C(=O)O,0
N/A,N/A,O1[C@H]([C@H](NC(=O)C)[C@@H]([N]C(=[NH2])N)C[C@@H]1C(=O)O)[C@H](O)[C@H](O)CO,0
N/A,N/A,[O]C(=O)[C@@H]([NH3])C[C@@H](C)C(=O)[O],0
N/A,N/A,S(=O)(=O)[C@]([C@@H](/[NH]=C/[CH]C=O)C(=O)O)(Cn1nncc1)C,0
N/A,N/A,Clc1cc(CNCCc2ccc([N]C(=[NH2])c3sccc3)cc2)ccc1,0
N/A,N/A,O=C(NC)CC[C@H]([NH3])C(=O)[O],0
N/A,N/A,O1[C@H]([C@H](NC(=O)C)[C@@H]([N]C(=[NH2])N)C=C1C(=O)O)C(=O)N(CCC)C,0
N/A,N/A,Oc1cc(C[C@H]([NH3])C(=O)[O])ccc1,0
N/A,N/A,OC[N](CO)(CO)C,0
N/A,N/A,O=C([O])[C@@H]([NH3])CCC[C@H]([NH3])C(=O)[O],0
N/A,N/A,O=C1N([C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(=O)N[C@@H](CC(=O)N[C@@H](C(=O)N[C@H]1CCC[N]C(=[NH2])NC(=O)NC)C)C(=O)O)C(=O)O)C,0
N/A,N/A,OCCCNC(=[NH2])N,0
N/A,N/A,S(=O)(=O)(NC(=O)N(C1=N[C](N=[C](=N1)OC)C)C)c1c(cccc1)C(=O)OC,0
N/A,N/A,[O]C(=O)[C@@H]([NH3])CCC(=O)O,0
N/A,N/A,Ic1ccc(C[C@H]([NH3])C(=O)[O])cc1,0
N/A,N/A,P(=O)(OC[C@H]1O[C@@H](n2cc(c(=O)[nH]c2=O)C)C[C@@H]1N=[N]=[N])(O)O,0
N/A,N/A,SC(=[NH2])[N]c1ccccc1,0
N/A,N/A,O[C@@H]([C@@H]([NH3])C(=O)[O])C,0
N/A,N/A,S(CC)C(=[NH2])[N]c1ccccc1,0
N/A,N/A,OC(=O)[C@@H](N)CCCNC(=[NH2])CCC,0
N/A,N/A,S[CH]/C=[NH]/C(=O)CCNC(=O)[C@H](O)C(CO)(C)C,0
N/A,N/A,O[N]C(=[NH2])N,0
N/A,N/A,OC(=O)[C@@H]([NH3])CCC=O,0
N/A,N/A,O=C(N[C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)NCc1ccc([N]C(=[NH2])N)cc1,0
N/A,N/A,FC(F)(F)[C@@H]([NH3])C(=O)[O],0
N/A,N/A,S(CC[C@H]([NH3])C(=O)[O])C(F)(F)F,0
N/A,N/A,OC[C@@H]([NH3])Cc1[nH]cnc1,0
N/A,N/A,S1[C@H]2N([C@H](C1(C)C)C(=O)[O])C(=O)[C@H]2NC(=O)CCCC[C@H](NC(=O)C[NH3])C(=O)[O],0
N/A,N/A,O([C@@H](C[N](C)(C)C)CC(=O)O)C(=O)CCCCCCC,0
N/A,N/A,[S]([O])([O])[C@]([C@@H](/[NH]=C/[CH]C=O)C(=O)O)(Cn1nncc1)C,0
N/A,N/A,Clc1cc2[nH]c(c3c(O)c(c4ccccc4)ccc3)cc2cc1C(=[NH2])N,0
N/A,N/A,s1c(cc2c1nccc2)C(=[NH2])N,0
N/A,N/A,S(C[C@H]1[NH2][C@H]([C@H](O)[C@@H]1O)c1c2ncnc(O)c2[nH]c1)C,0
N/A,N/A,OC(=O)[C@@H](N)CCCNC(=[NH2])NCC=C,0
N/A,N/A,O=C([C@H]([NH3])C(=O)[O])C,0
N/A,N/A,OC(=O)/C(=[NH]/C)/[CH2],0
N/A,N/A,OC[C@@H]([NH3])C(=O)[O],0
N/A,N/A,O=C([O])[C@H]([NH3])CC(=O)N,0
N/A,N/A,P(=O)(OCC[N](C)(C)C)(O)O,0
N/A,N/A,SC(=[NH2])[N]CCC[C@H](N)C(=O)O,0
N/A,N/A,Clc1c(c2n[nH]c([C@@H]3CCN(CC3)C(=O)CNC(=O)[C@H]([N]C(=[NH2])N)C3CCCCC3)c2)cccc1Cl,0
N/A,N/A,OC(=O)[C@@H](N)CCCC[N]C(=[NH2])N,0
N/A,N/A,OC(=O)[C@@H](N)CCCC[N](C)(C)C,0
N/A,N/A,[NH]([C@H]1CCC(=CC1)C)(CCC=C(C)C)C,0
N/A,N/A,O=C(N)[C@@H](N)CCCC[NH3],0
N/A,N/A,Clc1ccc(CCCSC2=NC(=[N]=C(NCCc3ccc(O)cc3)[N]2)N2CCNCC2)cc1,0
N/A,N/A,OC(=O)[C@H](N)CCC[N]C(=[NH2])N,0
N/A,N/A,[N](#[C])CCC,0
N/A,N/A,s1c(c(nc1C)C)[C]1N=[C](=NC=C1)/N=C/NO,0
N/A,N/A,O[C@@H]([C@@H](O)CNC1=C([N][O])C(=[N]=[C](=N1)O)O)[C@H](O)CO,0
N/A,N/A,[O][N](CCCCCCCCCCCC)(C)C,0
N/A,N/A,O[C@@H](c1c2c([nH]c1)cccc2)[C@H]([NH3])C(=O)[O],0
N/A,N/A,O=C([O])c1c([NH3])cccc1,0
N/A,N/A,O=C([O])[C@@H]([NH3])CCC,0
N/A,N/A,OC(=O)[C@@H](NCCC(=O)O)CCC[N]C(=[NH2])N,0
N/A,N/A,Fc1c(N2CC[NH](CC2)C)cc2n(CC)cc(c(=O)c2c1)C(=O)[O],0
N/A,N/A,ONC(=[NH2])[N]CCC[NH3],0
N/A,N/A,[P@](=O)(OC[C@H]1O[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@@H]1O)(OC(=O)[C@@H]([NH3])Cc1[nH]cnc1)[O],0
N/A,N/A,N(C1=[N]=C(N(C)C)[N]C(=N1)N(C)C)(C)C,0
N/A,N/A,O=C([O])[C@@H]([NH3])Cc1c2c([nH]c1)nccc2,0
N/A,N/A,OC(=O)[C@@H](N)CCC[N]C(=[NH2])NN(=O)=O,0
N/A,N/A,OC(=O)/C(=[NH]\C)/[CH]C,0
N/A,N/A,S(CC[N](C)(C)C)C(=O)CCC,0
N/A,N/A,O=C([O])[NH3],0
N/A,N/A,O=C(NCCCCNC(=[NH2])N)[C@@H](NC(=O)[C@@H](O)CC(=O)O)CC(C)C,0
N/A,N/A,SCCCNC(=O)[C@@H](NC(=O)CNC(=O)[C@H]([N]C(=[NH2])N)C1CCCCC1)C,0
N/A,N/A,O1[C@@H](n2cc(c(=O)[nH]c2=O)C)C[C@H](N=[N]=[N])[C@H]1CO,0
N/A,N/A,[O]C(=O)[C@H]1[N](CCC1)(C)C,0
N/A,N/A,Oc1ccc([C@H]([NH3])C(=O)[O])cc1,0
N/A,N/A,[O]C(=O)CN(C(=N)[NH3])C,0
N/A,N/A,OC(O)(c1[nH]c2c(n1)ccc(c2)C(=[NH2])N)c1[nH]c2c(n1)ccc(c2)C(=[NH2])N,0
N/A,N/A,Oc1ccc([C@@H]([NH3])C(=O)[O])cc1,0
N/A,N/A,[N](#[C])C,0
N/A,N/A,O[C@H]1N2[C@@H](Cc3[nH]cnc3)C(=O)N[C@H](C(=O)N[C@H](C(=O)N3[C@H](CCC3)C(=O)N[C@@H](C1)C2=O)CCC[N]C(=[NH2])NC(=O)C)CCCC(=O)O,0
N/A,N/A,S(S(O)([O])[O])C[C@H]([NH3])C(=O)[O],0
N/A,N/A,[O]C(=O)[C@@H]([NH3])CCC=O,0
N/A,N/A,O[C@@](C1CCCCC1)(CC[N](CC)(CC)CC)c1ccccc1,0
N/A,N/A,O=CC[N](C)(C)C,0
N/A,N/A,[O]C(=O)[C@H]([NH3])CCCC,0
N/A,N/A,N(c1ccc(/[NH]=C/[C](c2n[nH]nn2)C#N)cc1)c1ccccc1,0
N/A,N/A,FC1=C([C](F)C(=[N]=C1Oc1cc(ccc1)C(=[NH2])N)Oc1cc(ccc1)C(=N)N)C,0
N/A,N/A,O=C1N2[C@@H](CCC2)C(=O)N[C@H]1CCC[N]C(=[NH2])N,0
N/A,N/A,Fc1cc(C[C@H]([NH3])C(=O)[O])ccc1O,0
N/A,N/A,O=c1[nH]cccc1c1[nH]c2c(n1)ccc(c2)C(=[NH2])N,0
N/A,N/A,s1c2c(cc1C(=[NH2])N)cccc2,0
N/A,N/A,O=C([O])[C@H]([NH3])CC,0
N/A,N/A,OC(=O)C[N](C)(C)C,0
N/A,N/A,O=C([O])CCCCC[NH3],0
N/A,N/A,O[C@H](c1ccc(N(=O)=O)cc1)CN=[N]=[N],0
N/A,N/A,[O]C(=O)[C@H]([NH2]C)CC(C)C,0
N/A,N/A,S([C@@H](CC(=O)O)C(=O)O)CC[N]C(=[NH2])N,0
N/A,N/A,O1[C@@H]2[C@]34[C@](O)([C@H]([N](CC3)(CC=C)C)Cc3c4c1c(O)cc3)CCC2=O,0
N/A,N/A,O[C@@H]([C@H]([NH3])C(=O)[O])C(=O)N,0
N/A,N/A,P(=O)(O)(O)C[NH2]CC(=O)O,0
N/A,N/A,[P@@](=O)(OC[C@H]1O[C@@H](n2cc(c(=O)[nH]c2=O)C)C[C@@H]1N=[N]=[N])(OP(=O)(O)O)O,0
N/A,N/A,Clc1ccc([N]C(=[NH2])NO)cc1,0
N/A,N/A,N1C2=C(CCCC2)C(=C2C1=CC=C[CH]2)NCCCCCCCC[NH3],0
N/A,N/A,[O]C(=O)C1([NH3])CCCC1,0
N/A,N/A,O=C([O])[C@@H]([NH3])Cc1ccc(cc1)c1ccccc1,0
N/A,N/A,[P@@](=O)(OCC[N](C)(C)C)(OC[C@H](O)CO)[O],0
N/A,N/A,S(C(=[NH2])NCCC[C@H](N)C(=O)O)C[C@H](N)C(=O)O,0
N/A,N/A,Fc1c(N2CC[NH2]CC2)cc2n(C3CC3)cc(c(=O)c2c1)C(=O)[O],0
N/A,N/A,SC[C@H]([NH3])C(=O)[O],0
N/A,N/A,Ic1ccc(C[C@@H]([NH3])C(=O)[O])cc1,0
N/A,N/A,SC[C@H](c1cc([N]C(=[NH2])N)ccc1)C(=O)O,0
N/A,N/A,[P@](=O)(OC[C@@H](O)COC(=O)C)(OCC[NH3])O,0
N/A,N/A,O=C(N1[C@@H](CCC1)C(=O)NCCCC[N]C(=[NH2])N)[C@@H](NC(=O)c1ccc(N(=O)=O)cc1)CC(C)C,0
N/A,N/A,S(=O)(=O)(N[C@H](C(=O)N1[C@@H](CCC1)C(=O)NCCCC[N]C(=[NH2])N)CC(C)C)Cc1ccccc1,0
N/A,N/A,[N](CCCC)C(=[NH2])[N]C(=[NH2])N,0
N/A,N/A,O([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)C[C@H](OC(=O)C)[C@@H](N3CCCCC3)C4)C)CC2)C[C@@H]1[N]1(CCCCC1)CC=C)C)C(=O)CC,0
N/A,N/A,O([C@H]1C[N](CCC1)(C)C)C(=O)C(O)(c1ccccc1)c1ccccc1,0
N/A,N/A,O(C[C@H]1NC(=O)[C@@H](C1)CC(=O)OC)c1ccc(cc1)c1ccc(cc1)C(=[NH2])[N]C(=O)OC,0
N/A,N/A,O(C([C@H](O[C]1=[N]=C(OC)[CH]C(=[N]=1)OC)C(=O)O)(c1ccccc1)c1ccccc1)C,0
N/A,N/A,O=C(N1[C@@H](CC1)C(=O)NCc1ccc(cc1)C(=[NH2])[N]O)[C@H](NCC(=O)OCC)C1CCCCC1,0
N/A,N/A,O1[C@H]([C@H](NC(=O)C)[C@@H]([N]C(=[NH2])N)C=C1C(=O)O)[C@H](O)[C@H](O)CO,0
N/A,N/A,[O][N](CCNc1c2c(c(NCC[N]([O])(C)C)cc1)C(=O)c1c(C2=O)c(O)ccc1O)(C)C,0
N/A,N/A,[NH2]=C(N)[N]N,0
N/A,N/A,O1CCN(CC1)[C]1N=[C](=NC(=C1)N[N][CH]c1cc(ccc1)C)OCCc1ncccc1,0
N/A,N/A,Clc1c([N]C(=[NH2])N(c2cc(SC)ccc2)C)cc(SC)cc1,0
N/A,N/A,O[C@@H](C[N](C)(C)C)CC(=O)[O],0
N/A,N/A,O=C([O])[C@@H]([NH3])CCCNC(=O)N,0
N/A,N/A,S(=O)(=O)(NC1=CC(=[N]=[C](=N1)OC)OC)c1ccc(N)cc1,0
N/A,N/A,S([O])([O])([O])c1c(N2CC[NH2]CC2)ccc(c1)C,0
