ID,SMILES
4819,[nH]1c2c(ccc(c3cc(CNc4c(nccc4)N)ccc3)c2)cc1
4820,O(c1c(cc(c2cc3[nH]ccc3cc2)cc1)CNc1c(nccc1)N)Cc1ncccc1
4821,O[C@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)[C@@H](O)C2)CC1)C)C(=O)CO
4822,Brc1ccc(/C=C/CNCCNS(=O)(=O)c2c3c(ccc2)cncc3)cc1
4823,S(=O)(=O)(N1[C@@H](CNCC1)C)c1c2c(ccc1)cncc2
4824,S(=O)(=O)(NCCNC)c1c2c(ccc1)cncc2
4825,S1(=O)(=O)N(C(=O)c2c1c(cc1c2cccc1)C(=O)OCC(=O)O)CC(=O)O
4826,S1(=O)(=O)N(C(=O)c2c1c(cc1c2cccc1)C(=O)O)CC(=O)O
4827,o1nc(c(c1c1cc(ccc1)/C=C/COc1c(c(O)ccc1)C(=O)OC)CO)C(=O)O
4828,S1(=O)(=O)NC(=O)C[C@H]1c1ccc(C[C@H](NC(=O)[C@@H](NC(=O)C)Cc2ccccc2)C(=O)N)cc1
4829,OC[C@@H](Nc1nn2c(c3cc(N)ccc3)cnc2cc1)C(C)C
4830,Clc1c(nc(NC2CCN(CC2)C(=O)NCC)nc1)c1c2c([nH]c1)cccc2
4831,N(c1cc2c(cc3c(c2)cccc3)cc1)[C]1N2N=C[N]C2=NC(=C1)C
4832,O[C@@H]([C@H](O)[C@H](O)CO)[C@H](O)CO
4833,O[C@H](CNC(=O)NCc1ccccc1)C(=O)O
4834,FC(F)(F)c1ccc(N[C]2N3N=C[N]C3=NC(=C2)C)cc1
4835,Clc1cc2/C(=C/c3[nH]c(c(c3C)C(=O)NCCN(CC)CC)C)/C(=O)Nc2cc1
4836,Fc1cc(CN2c3c([C]([N]O)C2=O)c(ccc3)/C=C/c2ccccc2)c2OCOCc2c1
4837,Fc1cc(CN2c3c([C]([N]O)C2=O)cc(F)cc3)c2OCOCc2c1
4838,O(CCC1CCN(CC1)c1nnc(cc1)C)c1ccc(cc1)C(=O)OCC
4839,O(CCCC1CCN(CC1)c1nnc(cc1)C)c1ccc(cc1)C(=O)OCC
4840,O(CCCCC1CCN(CC1)c1nnc(cc1)C)c1ccc(cc1)C(=O)OCC
4841,Fc1cc(CN2c3c([C]([N]O)C2=O)c(ccc3)c2ccccc2)c2OCOCc2c1
4842,Clc1[nH]c(=O)[nH]c(=O)c1CCCCOP(=O)(O)O
4843,s1c([C@H](N(O)C(=O)N)C)cc2c1cccc2
4844,O(c1nnc(N2CCN(CC2)c2cc(ccc2)C)cc1)C
4845,Clc1ccc(CNCCN[C@H]2[C@H](CNC2)Cc2nc(N)cc(c2)C)cc1
4846,Clc1cc(CNCCN[C@@H]2[C@H](CNC2)Cc2nc(N)cc(c2)C)ccc1
4847,O1[C@H]([C@@H]2[C@@H](CCC2)c2c1c(cc(O)c2)COC)c1ccc(O)cc1
4848,Brc1oc(C(=O)Nc2c(N3CCN(CC3)CC#C)c(Cl)ccc2)cc1
4849,s1c(nc2c1cccc2)[C@@H](c1nc(NCCc2cccnc2)ncc1)C#N
4850,N(C1CCCCC1)(C)c1nc(c2n3c(nc2)cccc3)ccn1
4851,O=C(N1[C@@H](CCC1)CN)[C@@H](N)Cc1ccc(cc1)c1ccccc1
4852,O=C(NC)CN1CCC(Nc2nc(c3n4c(nc3)cccc4)ccn2)CC1
4853,Clc1c(ccc(NC(=O)NCCSCc2oc(CN(C)C)cc2)c1)C
4854,[S@@](=O)(C(c1ccccc1)c1ccccc1)CC(=O)N
4855,Clc1ccc(C2=NN=C(SC2)NCCC=C)cc1
4856,S(=O)(=O)(N(CCO)CC(=O)NO)c1ccc(cc1)c1ccccc1
4857,O(c1ccc(c2ccc(cc2)C#N)cc1)CCC(=O)NO
4858,O1CCn2c(-c3c1cccc3)c(C1CCCCC1)c1c2cc(cc1)C(=O)NC(C)(C)C(=O)O
4859,s1c2c(CCCC2)c(c1NC(=O)c1sccc1)C(=O)N(CC)CC
4860,s1c2c(C[C@@H](CC2)C)c(c1NC(=O)c1sccc1)C(=O)N(CC)CC
4861,O(c1c(c2c(cc1)cccc2)[CH][N]NC(=O)c1cc(O)c(O)cc1)C
4862,n1(nc(c2c1ncnc2N)Cc1c(ccc(c1)C)C)C(C)(C)C
4863,O=C1NCc2c3c([nH]c4c3cccc4)c3[nH]c4c(c3c12)cccc4
4864,F[C@H]1[C@@H](N(C(=O)N2[C@](C=C(C2)c2c(F)ccc(F)c2)(CO)c2ccccc2)C)CCN(C1)C
4865,Clc1ccc([C@H](OCCN(C)C)c2ncccc2)cc1
4866,O[C@@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)C)C)Cc1ccccc1)C
4867,S(=O)(=O)(N(C)C)c1cc2/C(=C/c3[nH]c4c(CCCC4)c3)/C(=O)Nc2cc1
4868,O=C(N[C@@H](C)C(=O)O)[C@H](Cc1ccccc1)CC(=O)NO
4869,O[C@H]([C@@H](NC(=O)OCc1ccccc1)Cc1ccccc1)C(=O)O
4870,O(c1cc(Nc2nc(N(c3cc4n[nH]c(c4cc3)C)C)ccn2)cc(OC)c1OC)C
4871,FC(F)(F)c1cc(NC(=O)Nc2ccc(Oc3ccncc3)cc2)ccc1
4872,Fc1c([C@@H]2[C@@H](N)CC(=CC2)C(=O)N2CCn3c(nnc3C(F)(F)F)C2)cc(F)c(F)c1
4873,Clc1c(S(=O)(=O)N)cc([C@@]2(O)NC(=O)c3c2cccc3)cc1
4874,o1c2c(c(c3ccccc3)cc1=O)ccc(O)c2O
4875,O=C(CCCc1ccccc1)C(=O)O
4876,O1[C@](c2[nH]c3c(c2CC1)cccc3CC)(CC)CC(=O)O
4877,Fc1c(C[C@@H](N)CC(=O)N2N(CCCCC2)C(=O)c2ccccc2)cc(F)c(F)c1
4878,n1(nc(c2c1ncnc2N)c1cc2c(nc1)[nH]cc2)C1CCCC1
4879,O(c1cc(c2nn(C3CCC3)c3ncnc(N)c23)ccc1OC)C
4880,n1(nc(c2c1ncnc2N)c1cc2c(nccc2)cc1)C(C)C
4881,Clc1c(Nc2ncc(n3c2cnc3)c2ccccc2)cccc1
4882,n12c(c(Nc3c(cccc3C)C)ncc1c1ccccc1)cnc2
4883,Clc1c(Nc2nc3c(n4c2cnc4)cc(N2C[C@@H](NCC2)C)cc3)c(ccc1)C
4884,Fc1c(C(=O)N2CCCNCC2)cc(Cc2n[nH]c(=O)c3c2cccc3)cc1
4885,O([C@H]1C2=C([C@H]3[C@](C1)(C(=O)CC3)C)C(=O)c1occ3c1[C@@]2([C@H](OC3=O)COC)C)C(=O)C
4886,O=C(CCC(=O)O)c1c(N)cccc1
4887,O=C(Nc1c(cccc1)C)[C@H](NCCC)C
4888,O=C1c2c(C(=O)C=C1C)cccc2
4889,Clc1ccc(c2n[nH]c(C3CCNCC3)c2)cc1
4890,Clc1ccc([C]2N[N]C(=N2)SC)cc1
4891,O=C1N(Cc2ccccc2)C(=O)C(=C1c1ccccc1)Nc1ccc(OC)cc1
4892,Clc1c(cc(NC(=O)Nc2n[nH]c(C(C)(C)C)c2)cc1)COc1cccnc1
4893,Clc1c(cc(NC(=O)C2=C[C@H](F)C[C@@H](N3CCOCC3)C2)cc1)COc1cccnc1
4894,S=c1n(N)c(n[nH]1)c1c(cccc1)C
4895,[nH]1ncc(c2ccc(CCN)cc2)c1C
4896,N1([C@H](C[C@H](C[C@H](c2ccccc2)C)C)CCCC1)C
4897,Clc1c(OCCN)c(Cl)cc(C(=O)Nc2cc(OC(C)C)ccc2)c1
4898,O(C[C@@H](N)Cc1c2c([nH]c1)cccc2)c1cc(c2cc3c(n[nH]c3C)cc2)cnc1
4899,N12[C@H](c3c(Cc4c1cccc4)cccc3)C[N][C]2N
4900,N1(CC=C(C)C)[C]2N=C[N]C2=C(N=C1)N
4901,s1cc(nc1N)c1nc(ncc1)N
4902,Clc1c(Cn2c(nc(c2)c2nc(ncc2)N)C)c(Cl)ccc1
4903,Clc1cc(NC(=O)Nc2ccc(OC(C)(C)C(=O)O)cc2)cc(Cl)c1
4904,O(c1c(CCC)c(O)c(cc1)C(=O)C)CCCOc1ccc(OCC(=O)O)cc1
4905,O(Cc1n2nc(c3ccccc3)ccc2nn1)c1c2c(ncc1)cc(OC)cc2
4906,S1C[C@H](NC1=O)[C@@]1(O[C@H]2C[C@@H](OC(=O)/C=C(\CC/C=C\[C@H](CC2)C)/C)C1)O
4907,O1CC[C@H](NC(=O)CC(=O)CCCCC)C1=O
4908,Clc1ccc(C(=O)NCCO)cc1
4909,S(=O)(=O)(N)c1cc2[nH]c(nc2cc1)c1ncsc1
4910,N[C@H]1[C@@H](C1)c1ccccc1
4911,Brc1cc(F)c(CNC(=S)c2c(OCC(=O)O)cc(F)cc2)cc1
4912,O=C(c1ccc(CCCCCC)cc1)C=C
4913,O[C@H]1[C@@H]2N(CC1)C(=O)N(C2=O)c1c2c(c(cc1)C#N)cccc2
4914,FC(F)(F)CN(c1cc2c([nH]c(=O)cc2C(F)(F)F)cc1)CC(F)(F)F
4915,Fc1cc(N2CCOCC2)cc(C(=O)Nc2cc3c(CCc4ccncc4)c[nH]c3cc2)c1
4916,Fc1cc(N2CCOCC2)cc(c1)C(=O)Nc1cc2c([nH]cc2)cc1
4917,O(Cc1c2c(ccc1)cccc2)c1c(nccc1)N
4918,S(=O)(=O)(N1CCC(Nc2nc(N)c(cn2)C(=O)c2c(OC)ccc(F)c2F)CC1)C
4919,Clc1c(NC(=O)N(c2nc(N[C@H](C(O)(C)C)C)ncc2)c2ccc(OC)cc2)cccc1
4920,Clc1c(Nc2n(c3nc(ncc3n2)Nc2c(F)cccc2F)CC)cccc1
4921,Cl[C@H](OC(F)F)C(F)(F)F
4922,Fc1c(Nc2n(C(C)C)c3N=[C](=N[CH]c3n2)Oc2c(F)cccc2F)cccc1
4923,S(c1oc(nn1)c1oc(N(=O)=O)cc1)CC(=O)O
4924,O(CCCN1[C@@H](CCc2c1cc(cc2)c1c(nc(nc1N)N)CC)c1ccccc1)C
4925,Oc1c(cc(cc1C)/C=C/c1ccccc1)C
4926,Brc1cc(/C=C/c2ccccc2)cc(Br)c1O
4927,Brc1cc(c2ccccc2)cc(Br)c1O
4928,Brc1cc(Oc2ccccc2)cc(Br)c1O
4929,Brc1cc(NC(=O)c2ccccc2)cc(Br)c1O
4930,S(=O)(=O)(N[C@@H](CCC(=O)O)C(=O)O)c1cc2c(cc1)cc(OCCCC)cc2
4931,S(=O)(=O)(N[C@H](CCC(=O)O)C(=O)O)c1cc2c(cc1)cc(OCCCC)cc2
4932,O=C1N(C(=O)N[C@@H]1c1ccccc1)CC
4933,S(=O)(=O)(N[C@H](CCC(=O)O)C(=O)O)c1cc2c(cc1)cc(OCCCCC)cc2
4934,S(=O)(=O)(N[C@H](CCC(=O)O)C(=O)O)c1cc2c(cc1)cc(OCc1ccc(cc1)C#N)cc2
4935,O([C@H]1C2=C(N[C@@H]([C@@H]2CCC1)[C@@H](CC)C=O)C(=O)O)CCCC
4936,O([C@@H]1C2=C(N[C@H]([C@H]2CCC1)/C(=C\C)/C=O)C(=O)O)C
4937,Oc1ccc(Cc2n3nc(ccc3nn2)c2ccccc2)cc1
4938,S(=O)(=O)(N[C@H](CCC(=O)O)C(=O)O)c1cc2c(cc1)cc(OCc1c(F)cc(cc1)C#N)cc2
4939,[nH]1nc(c2c1cccc2)c1ccncc1
4940,s1c(Cc2ccccc2)cnc1N
4941,O(C(=O)Cc1c2c(ccc1)cccc2)CCN
4942,[S@@](O)([O])[C@]([C@@H](Nc1n2c(cc1C=O)cccc2)C(=O)O)(COC(=O)Cc1cc(O)c(O)cc1)C
4943,OC(=O)/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C
4944,S(c1cc(c(NC)cc1)C(=O)Nc1scc(n1)C)c1n(C)cnn1
4945,FC(F)(F)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CC(C)C)Cc1ccccc1
4946,S[C@H](CCCCC(=O)N)CCS
4947,O([C@@H](Cc1ccccc1)C(=O)O)c1ccc(c2ccccc2)cc1
4948,S(=O)(=O)(NC)c1ccc(/[NH]=C/[C]2c3c(NC2=O)cccc3)cc1
4949,S(=O)(=O)(NC)Cc1ccc(NN[C]2c3c([N]C2=O)ccc2ncsc32)cc1
4950,S1(=O)(=O)Cc2c(C1)ccc(/[NH]=C/[C]1c3c(NC1=O)ccc(c3)c1ocnc1)c2
4951,S(=O)(=O)(Nc1sccn1)c1ccc(/[NH]=C/[C]2c3c(NC2=O)cccc3)cc1
4952,S(=O)(=O)([N]C(=[NH2])N)c1ccc(/[NH]=C/[C]2c3c(NC2=O)cccc3)cc1
4953,C1(CCCC(=C1/C=C/C(=C/C)/C)C)(C)C
4954,Clc1c(Cc2c(O)c(Cl)cc(Cl)c2Cl)c(O)c(Cl)cc1Cl
4955,FC(F)(F)c1c2[C@@H]3[C@H](N)[C@@H](CC3)c2ccc1
4956,FC(F)(F)c1cc([C@@H](O)CN)ccc1
4957,Ic1cc(F)c(Nc2c(c3oc(NCCN)nn3)ccc(F)c2F)cc1
4958,OC(=O)[C@@H](NC(=O)c1ccc(CCc2c3c([nH]c2)[nH]c(nc3=O)N)cc1)C(C)C
4959,S(=O)(=O)(N)c1c2c(ccc1)c(O)ccc2
4960,S(=O)(=O)(N)c1ccc(NC(=O)c2n[nH]c3c2cccc3)cc1
4961,Clc1nc(Nc2ccc(S(=O)(=O)N)cc2)cnc1
4962,O=C(Nc1ccccc1)c1[nH]ncc1
4963,Fc1ccc(NC(=O)c2[nH]ncc2NC(=O)C)cc1
4964,Fc1ccc(NC(=O)c2[nH]ncc2NC(=O)c2ccccc2)cc1
4965,Clc1c([C@H](N2CCc3sccc3C2)C(=O)OC)cccc1
4966,Fc1c(C(=O)Nc2c([nH]nc2)C(=O)Nc2ccc(F)cc2)c(F)ccc1
4967,Clc1nc2n(ncc2C#N)c(NC(C)C)c1
4968,Fc1c(C(=O)Nc2c([nH]nc2)C(=O)N[C@H]2CCCNC2)c(F)ccc1
4969,Clc1c(C(=O)Nc2c([nH]nc2)C(=O)NC2CCNCC2)c(Cl)ccc1
4970,Clc1sc(C(=O)N[C@@H]2[C@@H](F)CN(C2)CC(=O)Nc2c(F)cc(n3c(=O)cccc3)cc2)cc1
4971,Brc1c(c2cc3c(nc2N)nc(nc3)N)c(Br)ccc1
4972,O(c1c(c2cc3c(nc2N)nc(nc3)N)c(OC)ccc1)C
4973,N1(CC=CC1)c1nc2nc(ncc2cc1c1ccccc1)N
4974,O=C(c1cc(N(Cc2ccccc2)Cc2ccccc2)ccc1)CC(=O)C(=O)O
4975,Clc1ccc([C@@]2(CC[N@@](CC2)[C]2N=C[N]c3[nH]ccc23)CN)cc1
4976,S(C1=C(N2[C@@H]([C@H](C2=O)[C@H](O)C)[C@H]1C)C(=O)[O])[C@H]1C[C@H]([NH2]C1)C(=O)N(C)C
4977,Clc1ccc(C[C@@]2(CC[N@](CC2)[C]2N=C[N]c3[nH]ccc23)CN)cc1
4978,Clc1ccc(C[C@@]2([NH3])CC[N@@](CC2)[C]2N=C[N]c3[nH]ccc23)cc1
4979,O1[C@]2(O[N][C](C2)c2ccccc2)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
4980,Clc1cc(CC(=O)OC[C@H]2N(CCC2)C(=O)CNC(=O)OC(C)(C)C)ccc1
4981,Clc1c2CC(=O)CCCCC/C=C/CCOC(=O)c2c(O)cc1O
4982,Clc1c(Oc2cc(cc(Cl)c2)C#N)cc(OCc2[nH]nc3c2cccc3)cc1
4983,S(=O)(=O)(N)c1ccc(CCNC(=O)C)cc1
4984,S(=O)(=O)(N)c1ccc(CCC(=O)O)cc1
4985,S(=O)(=O)(N)c1ccc(CCC(=O)OCC)cc1
4986,F[C@H]1[C@@H](O)[C@H](O)[C@H](O[C@H]1Oc1c(N(=O)=O)cc(N(=O)=O)cc1)CO
4987,O(C(=O)N1CC[C@@H](N2CCCCC2)CC1)c1cc2c(c3Cn4c(-c3nc2cc1)cc1[C@@](O)(CC)C(=O)OCc1c4=O)CC
4988,O=C1c2c(-c3c1cccc3)n(CCCC(=O)O)c(=O)c1c2cccc1
4989,s1c(ncc1)C(O)(O)[C@@H](N)CCSC
4990,SC[C@@H](CCCc1ccccc1)C(=O)O
4991,S(=O)(=O)(N1CCCNCC1)c1c2c(ccc1)cncc2
4992,O1[C@@H]([C@@H](O)[C@@H](O)[C@@H]1n1c2ncnc(N)c2nc1C=C)CN(CCCCON)C
4993,S(=O)(=O)(c1cc(c2ncnc(N3C[C@H](N)[C@H](CC3)c3c(F)cc(F)c(F)c3)c2)ccc1)C
4994,S(=O)(=O)(N)c1cc2CCCc2cc1
4995,Clc1cc2n(c3c([C@H](C4(NC3=O)CCNCC4)C#N)c2cc1)C
4996,S1[C]2C(=Nc3c1cc(N(C)C)cc3)C=CC(=C2)N(C)C
4997,o1c2c(c(cc1=O)C)ccc(N)c2
4998,S=c1n(cc[nH]1)C
4999,[P@](=O)(OC[C@H]1O[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@@H]1O)(O[P@](=O)(OP(=O)(O)O)O)O
5000,O/C(=C(\C(=O)Nc1ccc(c2ccccc2)cc1)/C#N)/C1CC1
5001,S(=O)(=O)(N1[C@H](c2c(CC1)cc(O)c(OC)c2)C(=O)NO)c1ccc(OC)cc1
5002,SCCCCCCCCCCC(=O)O
5003,Clc1cc(c2c(OC)cccc2)ccc1NC(=O)/C(=C(\O)/C)/C#N
5004,Clc1sc(C(=O)NCCNC(=O)c2ccc(n3c(=O)cccc3)cc2)cc1
5005,Clc1sc(C(=O)N[C@H]2[C@@H](NC(=O)c3ccc(n4c(=O)cccc4)cc3)CCC2)cc1
5006,O(C(CCC[C@@H](C/C=C/C(=C\C(=O)O)/C)C)(C)C)C
5007,Clc1ccc(c2oc(/C=C\3/SC(=S)N(CCC(=O)O)C3=O)cc2)cc1
5008,O(c1c2c(c[nH]c2ncc1)c1nc(ncc1)N)C
5009,O(c1cc(c(c(O)c1)C(=O)OC)C)c1cc(cc(O)c1O)C
5010,Cl[C@@]12[C@H]([C@H]3[C@@]([C@](O)([C@@H](C3)C)C(=O)CCl)(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@]21C
5011,[P@@](=O)(OCCN(CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)C)(OP(=O)(O)O)O
5012,O(c1c2c(c[nH]c2ncc1)c1nc(ncc1)N)CCC
5013,[nH]1c(cc2c1ccc(c2)C(=N)N)c1c(cccc1)C
5014,S(c1nc2n([C@@H]3O[C@@H]([C@@H](O)[C@H]3O)COP(=O)(O)O)cnc2c(NCCC(C)C)n1)C
5015,O=C(/C=C/c1c2c(n(c1)C)cccc2)C
5016,O(Cn1c(c(C(C)C)c(=O)[nH]c1=O)Cc1ccccc1)CC
5017,Ic1[nH]c2c(c1CCNC(=O)C)cc(OC)cc2
5018,OC(=O)c1ccc(c2c3c([nH]c2)ncc(c3)c2ccccc2)cc1
5019,s1c(nc(c1C(C)C)C(=O)O)[C@H]1NCc2c(C1)cccc2
5020,OC(=O)Cc1cc(N(=O)=O)ccc1
5021,OC(=O)[C@@](N)(Cc1ccc(O)cc1)C
5022,S1Cc2c(nc(nc2C)N)CC1
5023,S(=O)(=O)(C[C@H](OC(=O)N1CCOCC1)C(=O)NCC#N)Cc1c(OC(F)F)cccc1
5024,Fc1cc(c([C@H]2C[C]3N=C(N=C(C3=C([N]O)C2)C)N)cc1)c1cccnc1
5025,S=C1N[C@@H](C(=C(N1C)C)C(=O)c1ccccc1)c1cc(O)ccc1
5026,SC[C@H](NC(=O)OCc1ccccc1)C(=O)NCC(=O)O
5027,[P@@](=O)(O[C@H]1[C@@H](CC[C@H](C1)C)C(C)C)(O)CCCCCC
5028,[P@@](=O)(O[C@@H]1[C@H](CC[C@@H](C1)C)C(C)C)(O)CCCCCC
5029,S(=O)(=O)(N)c1ccc(NC(=S)NN2CCN(CC2)C)cc1
5030,O(CC(n1c2c(c3c(nc(nc3N)N)cc2)cc1)COC)C
5031,O1C(c2c3c(C1=O)cccc3c(N(=O)=O)cc2)(c1ccc(O)cc1)c1ccc(O)cc1
5032,O1[C@H]2N([C@H](/C/1=C/CO)C(=O)O)C(=O)C2
5033,o1c(nc2c1cccc2)c1cc(cc(c1)C)C
5034,Fc1c(Nc2c(F)cc(cc2)C#C)c(ccc1F)C(=O)NOCCO
5035,S(c1cc(c(N)cc1F)C(=O)Nc1sccn1)c1n(ccn1)C
5036,Brc1cc2c(S(=O)(=O)N3CCCC3)c([nH]c2cc1)C(=O)N
5037,S=C(N[C@H]1[C@H](C1)c1c(O)c(ccc1OC)C(=O)C)Nc1ncc(cc1)C#N
5038,S(=O)(=O)(N1[C@@H](CCC1)COc1ccccc1)c1cc2c(N(C(=O)C2=O)C)cc1
5039,Oc1ccc(n2ccnc2)cc1
5040,S(C1=NC(=[N]=C(NCC)[N]1)NC(C)(C)C)C
5041,S(S(=O)(=O)C)CC1=CC(N(O)C1(C)C)(C)C
5042,O=C([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC3)C=C(CC4)C(=O)O)C)CC2)CC1)C)c1ccc(O)cc1
5043,O([C@H]1[C@H](C[N@@]2[C@@H](C1)c1c(CC2)cc(OC)c(OC)c1)C(=O)N(CC)CC)C(=O)C
5044,FC(F)(F)c1cc(C(=O)Nc2cc(Nc3ncccc3c3ncncc3)c(cc2)C)ccc1
5045,[P@@](=O)(OC)(O)CCCCCCCCCCC
5046,S(=O)(=O)(N(CC1CC1)C[C@@H](O)[C@@H](NC(=O)CCC(=O)NC)Cc1ccccc1)c1occc1
5047,O[C@@H]1[C@@H]2[C@H]([C@H](C=CC2=CCC1)C)CC[C@@H]1OC(=O)C[C@H](O)C1
5048,ON1C(CC(N2C(=O)CCC2=O)CC1(C)C)(C)C
5049,O(c1c2n(c(=O)cc(c2c(OC)cc1)C)C)C
5050,O[C@H](C(=O)N(Cc1ccccc1)Cc1ccccc1)CC(=O)N(N)CC(=O)O
5051,o1c(c2cc(O)c(O)c(O)c2)cc(=O)c2c1cc(O)cc2O
5052,OC(=O)CCCCCCCCCCCCC
5053,O(CC1CCCCC1)C1=N[C](N=C2N=CN[C]12)Nc1ccc(O)cc1
5054,O1c2c(/C(=C\CCN(C)C)/c3c(C1)cccc3)cc(cc2)CC(=O)O
5055,O(c1c(CC#Cc2c(nc(nc2N)N)CC)cc(OC)cc1)C
5056,s1c(C(=O)NCCc2c3c([nH]c2C)cccc3)ccc1
5057,Brc1cc([C@@H]2SCC(=O)N2c2c(O)ccc(Cl)c2)ccc1
5058,P(=O)(OC[C@H]1O[C@@H](n2c3[nH]c(nc(=O)c3nc2)NCc2c3c(ccc2)cccc3)C[C@@H]1O)(O)O
5059,S(O)([O])([O])c1cc2c(c(N)ccc2)cc1
5060,Fc1c(C2=C[C@H](N(C2)C(=O)N(C2CCNCC2)C)c2ccccc2)cc(F)cc1
5061,Clc1ccc(NC(=O)c2c(OP(=O)(O)O)cc3c(c2)cccc3)cc1
5062,O(CC1CCCCC1)C1=N[C](N=C2N=CN[C]12)Nc1ccc(cc1)C(=O)N
5063,O=C(NC)c1cc(Nc2ncnc3n(ncc23)c2ccccc2)c(cc1)C
5064,Fc1c(C2=C[C@H](N(C(=O)[C@@H](N)C3CC3)C2)c2ccccc2)cc(F)cc1
5065,O[C@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)[C@@H](O)C2)CC1)C)C(=O)COC(=O)CN(CC)CC
5066,P(=O)(OC[C@H]1O[C@@H](n2c3c(cc2)cc(N(=O)=O)cc3)C[C@@H]1O)(O)O
5067,Fc1c(C2=C[C@H](N(C2)C(=O)N(C)C)c2ccccc2)cc(F)cc1
5068,O(CC1CCCCC1)C1=NC(=NC2=N[C](N[C]12)C(C)C)N
5069,S(=O)(=O)(N)c1cc(N[C]2N=C(OCC3CCCCC3)[C]3NC=NC3=N2)ccc1
5070,Fc1c(C2=NN([C@](C2)(CCCN)c2ccccc2)C(=O)NCC)cc(F)cc1
5071,O=C(N[C@@H](CC(=O)O)C=O)c1cc(c2ccc(cc2)C(=O)O)cnc1
5072,O=C(N)[C@@H](N)Cc1c2c(ccc1)cccc2
5073,S(O)([O])([O])c1cc2c(cc1)cccc2
5074,S1[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2[N][C]1CCC)CO
5075,O=C(NC1CCCCC1)NCC(=O)O
5076,O[C@H]1[C@@H]([C@@H](CCCCCCC(=O)O)C(=O)C1)/C=C/[C@@H](O)CCCCC
5077,O=C(NC1CCCCC1)NCCCC(=O)O
5078,O=C(NC1CCCCC1)NCCCCCC(=O)O
5079,O=C(NC1CCCCC1)NCCCCCCC(=O)O
5080,S=C(N1[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H]1OC2)NCCCCCCCC
5081,OC(=O)c1cc2c(cc(cc2)C(=O)O)cc1
5082,OC(=O)[C@H](NC(=O)C(=O)O)Cc1ccccc1
5083,O[C@H]1[C@@H](O)C=Cc2c1cccc2
5084,O=c1nc([nH]c2c(CCc3ccccc3)c3nc[nH]c3cc12)N
5085,O=c1nc([nH]c2c(CCc3ccc(cc3)C)c3nc[nH]c3cc12)N
5086,S(=O)(=O)(N)c1ccc(c2ccc([C@H](N[C@@H](CC(C)C)C(=O)NCCN)C(F)(F)F)cc2)cc1
5087,S([P]([S])(OC)OC)[C@@H](CC(=O)OCC)C(=O)OCC
5088,S(=O)(=O)(N(CC(C)C)CC(=O)NO)c1ccc(OC)cc1
5089,OC(=O)[C@H](C[C@@H](N)C(=O)O)Cc1cc2c(cc1)cccc2
5090,Ic1cc(CC(=O)NCCCCCC(=O)[O])cc(N(=O)=O)c1O
5091,o1c2c(CCCCC2)c(O)c([C@@H](CC)c2ccccc2)c1=O
5092,O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)CCCCCCCCCCC
5093,S1(=O)(=O)N=C(Nc2c1cccc2)c1c(=O)n(CCC2CC2)c2c(c1O)cc(F)cc2
5094,Brc1ccc(NC(=S)OCCN2C(=O)c3c(C2=O)cccc3)cc1
5095,Clc1ccc(NC(=S)OCCN2C(=O)c3c(C2=O)cccc3)cc1
5096,O[C@@H]1[C@H](N(C[C@H](O)[C@H]1O)CCCCCCCCC)CO
5097,Ic1ccc(NC(=S)OCCN2C(=O)c3c(C2=O)cccc3)cc1
5098,O([C@H]1[C@@H]2[C@@H]([C@@H](c3c1cc1OCOc1c3)c1cc(OC)c(O)c(OC)c1)C(=O)OC2)[C@@H]1O[C@H]2[C@@H](O[C@@H](OC2)C)[C@H](O)[C@H]1O
5099,OC[C@H](Nc1nc2n(ncc2C(C)C)c(n1)NCc1ccccc1)CC
5100,O(c1c2c(ccc1)cccc2)CC(=O)O
5101,S(=O)(=O)(C[C@H]1[C@@H](CCCC1)C(=O)NCCN)c1ccc(OC)cc1
5102,O[C@H]([C@@H](N)CC1CCCCC1)C(=O)OC(C)C
5103,[O][N]1(CCCCC1)CCc1ccc(NC(=O)CCCC(=O)O)cc1
5104,O=N(=O)c1c(NCCCN)cccc1
5105,Clc1c2CC(=O)CCC/C=C\CCOC(=O)c2c(O)cc1O
5106,Clc1c2CC(=O)CCC/C=C/CCOC(=O)c2c(O)cc1O
5107,Oc1c(N(=O)=O)cc(CC(=O)O)cc1
5108,O=C(NCCCCCC(=O)[O])Cc1cc(N(=O)=O)c(O)cc1
5109,S1(=O)(=O)NCNc2c1cc(S(=O)(=O)N)c(c2)C(F)(F)F
5110,OC(=O)[C@H]1NCCC1
