InChI
InChI=1S/C16H19ClN2O3S/c1-21-9-3-8-19(15(20)10-17)16-18-14(11-23-16)12-4-6-13(22-2)7-5-12/h4-7,11H,3,8-10H2,1-2H3
InChI=1S/C8H7BrO2/c9-6-8(10)11-7-4-2-1-3-5-7/h1-5H,6H2
InChI=1S/C8H7ClO2/c9-6-8(10)11-7-4-2-1-3-5-7/h1-5H,6H2
InChI=1S/C8H7IO2/c9-6-8(10)11-7-4-2-1-3-5-7/h1-5H,6H2
InChI=1S/C8H9INO/c9-6-8(11)10-7-4-2-1-3-5-7/h1-5,10-11H,6H2
InChI=1S/C8H9BrNO/c9-6-8(11)10-7-4-2-1-3-5-7/h1-5,10-11H,6H2
InChI=1S/C18H34IN4O3S/c19-11-16(25)21-10-6-2-1-5-9-20-15(24)8-4-3-7-14-17-13(12-27-14)22-18(26)23-17/h13-14,17,20-26H,1-12H2/t13-,14-,17-/m0/s1
InChI=1S/C15H11ClF3NO/c16-9-14(21)12-6-1-2-7-13(12)20-11-5-3-4-10(8-11)15(17,18)19/h1-8,20H,9H2
