InChI
InChI=1S/C20H24N2O3/c21-19(23)16-8-4-6-14(12-16)15-7-5-11-18(13-15)25-20(24)22-17-9-2-1-3-10-17/h4-8,11-13,17,22-24H,1-3,9-10,21H2
