InChI
InChI=1S/C20H15NO4S/c22-16-10-12-20(23,13-11-16)19-14-15-6-4-5-9-18(15)21(19)26(24,25)17-7-2-1-3-8-17/h1-14,23H
InChI=1S/C13H9NO2S/c15-9-5-7-13(16,8-6-9)12-14-10-3-1-2-4-11(10)17-12/h1-8,16H
InChI=1S/C17H17O4/c1-4-12(11-8-6-5-7-9-11)13-10-14(18)16(20-2)17(21-3)15(13)19/h4-10,12H,1-3H3
